variant,counts_9114_c_F_1,counts_9114_c_F_3,counts_9114_c_F_2,counts_9114_c_F_6,counts_9114_c_F_7,counts_9114_c_F_5,counts_9114_c_F_4,counts_9114_c_F_8
1001101110000111,30.0,19.0,11.0,34.0,38.0,44.0,14.0,73.0
1001101100110100,30.0,71.0,60.0,114.0,64.0,151.0,63.0,73.0
1001101100100110,30.0,32.0,16.0,65.0,42.0,41.0,40.0,12.0
1001101000101101,30.0,180.0,196.0,130.0,46.0,127.0,76.0,163.0
1001100111000011,30.0,152.0,142.0,119.0,110.0,110.0,298.0,4.0
1001100101001010,30.0,83.0,10.0,90.0,41.0,99.0,67.0,2.0
1001100000111010,30.0,51.0,45.0,51.0,49.0,112.0,115.0,31.0
1001011111100110,30.0,123.0,64.0,60.0,53.0,190.0,64.0,13.0
1001011110110111,30.0,26.0,37.0,78.0,41.0,62.0,15.0,142.0
1001011110101011,30.0,81.0,53.0,125.0,100.0,165.0,63.0,102.0
1001011110011111,30.0,35.0,29.0,162.0,100.0,112.0,102.0,381.0
1001011110011000,30.0,332.0,60.0,200.0,342.0,236.0,489.0,209.0
1001011110001100,30.0,27.0,23.0,120.0,82.0,42.0,99.0,67.0
1001011010100001,30.0,80.0,23.0,141.0,94.0,60.0,104.0,126.0
1001010111000111,30.0,72.0,26.0,43.0,29.0,66.0,136.0,35.0
1001010110111100,30.0,25.0,32.0,57.0,67.0,274.0,78.0,97.0
1001010110011110,30.0,151.0,99.0,103.0,41.0,226.0,65.0,180.0
1001010101101001,30.0,88.0,118.0,157.0,106.0,150.0,74.0,50.0
1001010010001010,30.0,104.0,13.0,144.0,75.0,92.0,100.0,45.0
1001010010000010,30.0,184.0,18.0,121.0,99.0,157.0,104.0,55.0
1001010001001010,30.0,71.0,67.0,43.0,68.0,221.0,105.0,9.0
1001010000010011,30.0,152.0,76.0,79.0,131.0,70.0,114.0,136.0
1001001110100100,30.0,31.0,7.0,31.0,23.0,50.0,44.0,77.0
1001001100010000,30.0,55.0,20.0,77.0,79.0,84.0,99.0,52.0
1001001100000101,30.0,28.0,56.0,98.0,23.0,166.0,119.0,145.0
1001001011001000,30.0,73.0,14.0,89.0,65.0,100.0,60.0,3.0
1001000110110111,30.0,13.0,15.0,26.0,31.0,90.0,11.0,85.0
1001000101110111,30.0,77.0,15.0,85.0,68.0,68.0,100.0,115.0
1001000101010101,30.0,30.0,29.0,56.0,97.0,91.0,34.0,139.0
1001000011010010,30.0,39.0,81.0,248.0,171.0,141.0,120.0,24.0
1001000010010111,30.0,22.0,28.0,82.0,101.0,146.0,23.0,370.0
1001000001010110,30.0,260.0,18.0,146.0,178.0,197.0,50.0,61.0
1000111101010001,30.0,103.0,97.0,111.0,265.0,91.0,153.0,189.0
1000111100100001,30.0,118.0,47.0,156.0,79.0,131.0,231.0,114.0
1000111010111100,30.0,9.0,14.0,14.0,15.0,22.0,30.0,29.0
1000111010010001,30.0,18.0,23.0,54.0,71.0,48.0,39.0,137.0
1000110110010011,30.0,26.0,15.0,45.0,72.0,27.0,24.0,55.0
1000101000110011,30.0,124.0,39.0,143.0,82.0,166.0,78.0,72.0
1000101000010100,30.0,78.0,9.0,35.0,55.0,47.0,83.0,26.0
1000100000110100,30.0,2.0,0.0,19.0,24.0,150.0,27.0,20.0
1000011111000001,30.0,58.0,23.0,53.0,65.0,108.0,115.0,29.0
1000011110110100,30.0,85.0,14.0,16.0,44.0,46.0,63.0,66.0
1000011101011111,30.0,68.0,41.0,21.0,48.0,112.0,19.0,77.0
1000011100101010,30.0,152.0,12.0,82.0,82.0,138.0,60.0,27.0
1000011011110101,30.0,30.0,13.0,92.0,35.0,196.0,205.0,108.0
1000011001110111,30.0,40.0,6.0,45.0,83.0,102.0,118.0,88.0
1000010110111010,30.0,95.0,14.0,54.0,106.0,86.0,96.0,40.0
1000010101111001,30.0,119.0,114.0,102.0,208.0,281.0,133.0,152.0
1000010101011001,30.0,63.0,21.0,140.0,108.0,163.0,165.0,179.0
1000010100101110,30.0,67.0,45.0,62.0,110.0,69.0,73.0,39.0
1000010100011000,30.0,131.0,52.0,270.0,219.0,370.0,397.0,331.0
1000010010010010,30.0,87.0,69.0,324.0,168.0,219.0,204.0,113.0
1000010010001010,30.0,288.0,87.0,302.0,94.0,190.0,173.0,68.0
1000010001100101,30.0,247.0,33.0,139.0,184.0,334.0,228.0,79.0
1000001110110101,30.0,15.0,11.0,14.0,44.0,21.0,21.0,63.0
1000001110101010,30.0,73.0,50.0,150.0,95.0,211.0,34.0,35.0
1000001110000011,30.0,25.0,5.0,31.0,33.0,26.0,31.0,21.0
1000001100101001,30.0,59.0,11.0,37.0,68.0,113.0,53.0,21.0
1000001100000011,30.0,112.0,46.0,243.0,125.0,176.0,75.0,222.0
1000001011011011,30.0,34.0,8.0,87.0,61.0,166.0,37.0,22.0
1000000101100111,30.0,20.0,3.0,20.0,36.0,178.0,29.0,40.0
1000000101011011,30.0,14.0,3.0,108.0,71.0,91.0,44.0,103.0
1000000100001011,30.0,10.0,8.0,23.0,29.0,34.0,19.0,14.0
1000000010111000,30.0,18.0,4.0,13.0,8.0,12.0,18.0,2.0
0111111110010100,30.0,11.0,5.0,35.0,51.0,57.0,53.0,54.0
0111111000010100,30.0,56.0,90.0,15.0,29.0,26.0,70.0,96.0
0111110000100100,30.0,26.0,7.0,58.0,45.0,124.0,41.0,19.0
0111110000001011,30.0,47.0,50.0,107.0,55.0,90.0,93.0,69.0
0111101110011110,30.0,27.0,31.0,62.0,144.0,85.0,58.0,86.0
0111101100011110,30.0,28.0,88.0,44.0,66.0,58.0,50.0,83.0
0111101010001001,30.0,24.0,30.0,64.0,114.0,74.0,97.0,266.0
0111101001100110,30.0,84.0,22.0,56.0,47.0,87.0,49.0,11.0
0111011110110001,30.0,24.0,28.0,31.0,54.0,39.0,24.0,125.0
0111011110100000,30.0,40.0,20.0,30.0,20.0,47.0,31.0,22.0
0111011100001101,30.0,25.0,36.0,30.0,53.0,40.0,102.0,103.0
0111010110000011,30.0,205.0,33.0,34.0,93.0,111.0,65.0,122.0
0111010101111010,30.0,21.0,38.0,32.0,46.0,83.0,69.0,14.0
0111010011000000,30.0,284.0,18.0,285.0,54.0,214.0,184.0,1.0
0111001000001111,30.0,11.0,12.0,20.0,52.0,50.0,14.0,102.0
0111000111000101,30.0,67.0,34.0,26.0,69.0,158.0,93.0,35.0
0111000110001000,30.0,56.0,55.0,29.0,24.0,36.0,62.0,31.0
0111000101000110,30.0,67.0,42.0,92.0,57.0,48.0,82.0,13.0
0111000100011101,30.0,126.0,28.0,57.0,102.0,74.0,59.0,349.0
0110110001110011,30.0,23.0,5.0,45.0,22.0,58.0,29.0,56.0
0110110001011001,30.0,54.0,69.0,37.0,40.0,57.0,64.0,75.0
0110101000101001,30.0,28.0,11.0,45.0,35.0,108.0,59.0,89.0
0110100100110111,30.0,5.0,2.0,36.0,2.0,8.0,7.0,49.0
0110011110010111,30.0,19.0,33.0,30.0,53.0,126.0,70.0,65.0
0110011000110001,30.0,26.0,97.0,20.0,16.0,17.0,70.0,58.0
0110010111111000,30.0,70.0,68.0,99.0,49.0,96.0,76.0,15.0
0110010110010001,30.0,64.0,64.0,131.0,148.0,140.0,39.0,162.0
0110010100111011,30.0,67.0,33.0,89.0,139.0,134.0,83.0,111.0
0110010011010101,30.0,79.0,22.0,61.0,154.0,96.0,123.0,114.0
0110010011001111,30.0,209.0,498.0,231.0,199.0,155.0,128.0,52.0
0110010000010001,30.0,158.0,15.0,56.0,82.0,130.0,116.0,136.0
0110001111100001,30.0,168.0,15.0,89.0,45.0,36.0,119.0,7.0
0110001111011111,30.0,19.0,39.0,75.0,105.0,34.0,104.0,109.0
0110001111011001,30.0,54.0,12.0,59.0,38.0,142.0,107.0,62.0
0110001110101101,30.0,54.0,14.0,18.0,21.0,40.0,12.0,119.0
0110001110011011,30.0,141.0,23.0,90.0,56.0,33.0,32.0,67.0
0110001010110111,30.0,14.0,6.0,42.0,12.0,38.0,4.0,7.0
0110001000000111,30.0,44.0,13.0,19.0,33.0,65.0,86.0,135.0
0101111010101111,30.0,9.0,3.0,23.0,74.0,74.0,13.0,74.0
0101110101111101,30.0,46.0,36.0,106.0,27.0,32.0,49.0,93.0
0101110100011011,30.0,79.0,58.0,106.0,67.0,73.0,38.0,169.0
0101101011110011,30.0,92.0,10.0,218.0,93.0,137.0,151.0,45.0
0101101001000001,30.0,129.0,49.0,123.0,54.0,206.0,108.0,18.0
0101101000010111,30.0,53.0,28.0,60.0,113.0,92.0,75.0,312.0
0101100111111111,30.0,13.0,24.0,57.0,25.0,45.0,50.0,56.0
0101100100101101,30.0,31.0,5.0,56.0,93.0,67.0,24.0,137.0
0101100000100011,30.0,66.0,103.0,52.0,95.0,161.0,83.0,91.0
0101011111110111,30.0,48.0,135.0,17.0,26.0,50.0,28.0,36.0
0101011101100001,30.0,96.0,10.0,195.0,62.0,113.0,97.0,34.0
0101011000111011,30.0,32.0,16.0,20.0,86.0,34.0,31.0,72.0
0101010110110001,30.0,40.0,13.0,27.0,58.0,51.0,30.0,41.0
0101010110010010,30.0,30.0,20.0,58.0,47.0,69.0,58.0,66.0
0101010000011010,30.0,92.0,16.0,57.0,124.0,156.0,71.0,91.0
0101001111000110,30.0,86.0,22.0,38.0,11.0,74.0,93.0,3.0
0101001101100101,30.0,55.0,11.0,80.0,118.0,138.0,102.0,89.0
0101001011010111,30.0,13.0,16.0,25.0,14.0,42.0,25.0,77.0
0101001010101011,30.0,51.0,38.0,93.0,34.0,70.0,42.0,30.0
0101001010010100,30.0,19.0,5.0,79.0,37.0,86.0,30.0,32.0
0101001000000001,30.0,23.0,54.0,14.0,91.0,51.0,52.0,39.0
0101000001101011,30.0,157.0,21.0,113.0,66.0,172.0,187.0,20.0
0101000001000111,30.0,48.0,11.0,117.0,38.0,79.0,101.0,51.0
0101000000011001,30.0,87.0,94.0,167.0,64.0,106.0,52.0,184.0
0101000000000100,30.0,59.0,24.0,97.0,122.0,152.0,56.0,86.0
0100111111101001,30.0,101.0,16.0,50.0,44.0,181.0,127.0,37.0
0100111110010100,30.0,82.0,48.0,92.0,97.0,94.0,101.0,34.0
0100111101110010,30.0,39.0,6.0,34.0,27.0,67.0,91.0,6.0
0100111100101011,30.0,51.0,10.0,27.0,84.0,37.0,64.0,13.0
0100111000001111,30.0,79.0,9.0,114.0,58.0,74.0,30.0,62.0
0100101110100001,30.0,23.0,21.0,39.0,15.0,75.0,45.0,11.0
0100101000011000,30.0,110.0,6.0,78.0,86.0,69.0,43.0,31.0
0100101000000011,30.0,57.0,51.0,109.0,74.0,129.0,101.0,84.0
0100100110111011,30.0,3.0,38.0,3.0,5.0,3.0,2.0,5.0
0100011110101000,30.0,28.0,7.0,58.0,12.0,38.0,21.0,13.0
0100011101001100,30.0,56.0,21.0,49.0,49.0,58.0,78.0,9.0
0100011100101100,30.0,21.0,13.0,23.0,32.0,26.0,47.0,39.0
0100011100011010,30.0,120.0,8.0,79.0,76.0,110.0,65.0,20.0
0100011000101100,30.0,55.0,7.0,38.0,58.0,65.0,84.0,97.0
0100010101101100,30.0,67.0,29.0,136.0,85.0,155.0,95.0,22.0
0100010101010011,30.0,154.0,30.0,220.0,112.0,365.0,176.0,171.0
0100010101010000,30.0,99.0,24.0,95.0,64.0,185.0,162.0,39.0
0100010011000010,30.0,368.0,56.0,63.0,30.0,297.0,290.0,0.0
0100010010110101,30.0,50.0,30.0,34.0,40.0,102.0,74.0,77.0
0100010001101001,30.0,114.0,158.0,194.0,137.0,266.0,142.0,72.0
0100010000011100,30.0,90.0,42.0,112.0,147.0,149.0,120.0,160.0
0100010000011001,30.0,116.0,40.0,55.0,84.0,143.0,138.0,203.0
0100001111011011,30.0,43.0,40.0,36.0,33.0,70.0,21.0,12.0
0100001101100011,30.0,104.0,15.0,65.0,49.0,74.0,191.0,20.0
0100000010010000,30.0,22.0,3.0,11.0,12.0,101.0,10.0,30.0
0011110010000000,30.0,13.0,11.0,16.0,14.0,8.0,59.0,25.0
0011101111001001,30.0,18.0,12.0,38.0,8.0,49.0,22.0,4.0
0011101011001010,30.0,237.0,22.0,21.0,13.0,89.0,96.0,1.0
0011101000011000,30.0,37.0,17.0,63.0,18.0,66.0,83.0,79.0
0011100101100101,30.0,52.0,41.0,20.0,13.0,16.0,12.0,21.0
0011100100000011,30.0,23.0,21.0,28.0,17.0,41.0,14.0,55.0
0011100010111011,30.0,10.0,2.0,6.0,8.0,8.0,3.0,33.0
0011011110001111,30.0,17.0,8.0,14.0,25.0,48.0,17.0,75.0
0011011000100111,30.0,14.0,58.0,47.0,52.0,29.0,36.0,113.0
0011010001100010,30.0,72.0,9.0,34.0,22.0,105.0,43.0,9.0
0011001101100000,30.0,123.0,10.0,59.0,11.0,103.0,36.0,8.0
0011001000011100,30.0,79.0,16.0,23.0,37.0,32.0,23.0,38.0
0011000111001010,30.0,82.0,54.0,25.0,4.0,32.0,30.0,0.0
0011000101101100,30.0,41.0,5.0,18.0,64.0,45.0,69.0,39.0
0011000100010100,30.0,80.0,175.0,13.0,31.0,41.0,59.0,88.0
0011000100000101,30.0,19.0,16.0,38.0,25.0,23.0,13.0,88.0
0011000010101101,30.0,8.0,33.0,39.0,28.0,32.0,17.0,90.0
0011000000000000,30.0,103.0,11.0,64.0,89.0,72.0,66.0,50.0
0010111010000101,30.0,10.0,8.0,28.0,12.0,11.0,22.0,11.0
0010011100101000,30.0,76.0,20.0,37.0,56.0,80.0,40.0,15.0
0010011001110011,30.0,78.0,116.0,32.0,24.0,57.0,27.0,43.0
0010010111110011,30.0,88.0,24.0,57.0,22.0,96.0,121.0,18.0
0010010101110010,30.0,278.0,26.0,111.0,64.0,131.0,94.0,41.0
0010010000100001,30.0,80.0,12.0,132.0,45.0,124.0,42.0,62.0
0010001110110101,30.0,37.0,4.0,32.0,22.0,18.0,19.0,41.0
0010001101101010,30.0,74.0,60.0,49.0,8.0,82.0,22.0,3.0
0010001101010000,30.0,31.0,20.0,14.0,17.0,36.0,15.0,5.0
0001111111100111,30.0,28.0,10.0,9.0,9.0,15.0,9.0,2.0
0001111100011010,30.0,45.0,13.0,15.0,20.0,36.0,22.0,9.0
0001111010100010,30.0,23.0,5.0,18.0,5.0,40.0,18.0,2.0
0001111000011100,30.0,62.0,6.0,16.0,31.0,39.0,32.0,28.0
0001111000010101,30.0,71.0,80.0,16.0,7.0,10.0,33.0,47.0
0001101111101101,30.0,51.0,12.0,24.0,13.0,60.0,32.0,22.0
0001101100011011,30.0,49.0,12.0,41.0,32.0,28.0,18.0,44.0
0001100100011011,30.0,52.0,32.0,28.0,21.0,67.0,53.0,83.0
0001100000110010,30.0,21.0,7.0,15.0,12.0,19.0,14.0,8.0
0001011101101111,30.0,79.0,18.0,50.0,14.0,10.0,31.0,14.0
0001011100011111,30.0,30.0,12.0,18.0,35.0,60.0,24.0,63.0
0001011000100001,30.0,90.0,111.0,16.0,43.0,50.0,53.0,73.0
0001010110010101,30.0,23.0,60.0,3.0,11.0,9.0,20.0,41.0
0001010011010000,30.0,65.0,7.0,31.0,11.0,35.0,31.0,0.0
0001010010101101,30.0,21.0,39.0,18.0,16.0,17.0,8.0,40.0
0001010000010001,30.0,121.0,41.0,44.0,42.0,38.0,30.0,76.0
0001001001000101,30.0,62.0,59.0,34.0,31.0,53.0,48.0,38.0
0001000111011010,30.0,203.0,31.0,96.0,9.0,62.0,56.0,2.0
0001000001101101,30.0,91.0,22.0,88.0,71.0,86.0,94.0,131.0
0000111100100101,30.0,54.0,7.0,43.0,25.0,29.0,9.0,25.0
0000111100000010,30.0,66.0,7.0,54.0,10.0,23.0,9.0,4.0
0000110011111001,30.0,49.0,8.0,9.0,7.0,57.0,19.0,9.0
0000101111000001,30.0,79.0,8.0,19.0,12.0,46.0,21.0,3.0
0000101001001011,30.0,79.0,21.0,29.0,19.0,60.0,46.0,1.0
0000011110010110,30.0,54.0,25.0,38.0,33.0,23.0,52.0,21.0
0000011011000011,30.0,216.0,32.0,37.0,8.0,96.0,59.0,4.0
0000011000100111,30.0,58.0,8.0,26.0,25.0,12.0,24.0,21.0
0000010111111110,30.0,99.0,80.0,72.0,22.0,39.0,51.0,5.0
0000010101110011,30.0,88.0,73.0,46.0,67.0,88.0,35.0,29.0
0000010100101011,30.0,78.0,57.0,57.0,55.0,63.0,46.0,36.0
0000010100100010,30.0,261.0,116.0,48.0,45.0,111.0,66.0,18.0
0000010010001011,30.0,213.0,29.0,92.0,50.0,139.0,103.0,48.0
0000010001100111,30.0,118.0,44.0,22.0,38.0,101.0,42.0,22.0
1111111111000101,29.0,73.0,9.0,107.0,217.0,218.0,269.0,89.0
1111111101111100,29.0,34.0,24.0,165.0,139.0,82.0,319.0,151.0
1111111101011001,29.0,87.0,43.0,85.0,113.0,95.0,78.0,110.0
1111111101010001,29.0,30.0,65.0,89.0,377.0,148.0,163.0,155.0
1111111100010001,29.0,48.0,47.0,167.0,87.0,68.0,155.0,121.0
1111111010110011,29.0,48.0,25.0,154.0,186.0,117.0,39.0,229.0
1111111001101111,29.0,67.0,17.0,81.0,79.0,210.0,77.0,92.0
1111111000011111,29.0,17.0,14.0,122.0,61.0,90.0,50.0,192.0
1111110110111111,29.0,15.0,19.0,124.0,109.0,144.0,180.0,182.0
1111110101100111,29.0,105.0,15.0,89.0,199.0,165.0,95.0,57.0
1111110100111011,29.0,48.0,21.0,84.0,109.0,90.0,50.0,90.0
1111110011001101,29.0,211.0,24.0,340.0,184.0,284.0,134.0,261.0
1111110001100100,29.0,66.0,55.0,94.0,59.0,117.0,126.0,108.0
1111110000110110,29.0,24.0,10.0,135.0,91.0,77.0,107.0,85.0
1111101111101001,29.0,235.0,104.0,313.0,494.0,749.0,418.0,135.0
1111101111100000,29.0,146.0,21.0,68.0,146.0,317.0,459.0,14.0
1111101111011010,29.0,79.0,32.0,208.0,106.0,372.0,155.0,73.0
1111101111001100,29.0,127.0,64.0,118.0,130.0,126.0,147.0,27.0
1111101111000101,29.0,86.0,17.0,92.0,102.0,219.0,302.0,95.0
1111101110110111,29.0,33.0,34.0,159.0,129.0,242.0,115.0,347.0
1111101101010111,29.0,33.0,23.0,116.0,159.0,169.0,58.0,324.0
1111101011010010,29.0,107.0,65.0,89.0,47.0,388.0,194.0,48.0
1111101001100011,29.0,150.0,21.0,178.0,100.0,399.0,263.0,124.0
1111101000010101,29.0,107.0,166.0,149.0,174.0,264.0,160.0,443.0
1111101000010100,29.0,29.0,46.0,190.0,187.0,193.0,170.0,209.0
1111100100101101,29.0,18.0,9.0,39.0,142.0,37.0,45.0,132.0
1111100100010110,29.0,28.0,15.0,90.0,72.0,78.0,78.0,142.0
1111100011100101,29.0,60.0,69.0,88.0,275.0,389.0,126.0,89.0
1111100011001000,29.0,83.0,20.0,72.0,29.0,111.0,101.0,8.0
1111100010011111,29.0,22.0,13.0,100.0,125.0,59.0,64.0,258.0
1111100000101011,29.0,66.0,15.0,104.0,128.0,89.0,114.0,98.0
1111011110111010,29.0,68.0,25.0,51.0,53.0,93.0,56.0,61.0
1111011110001100,29.0,57.0,24.0,123.0,164.0,165.0,209.0,151.0
1111011100010100,29.0,27.0,24.0,246.0,154.0,366.0,229.0,171.0
1111011011110110,29.0,46.0,23.0,205.0,142.0,184.0,95.0,92.0
1111011010001010,29.0,69.0,19.0,231.0,355.0,437.0,158.0,75.0
1111010110010000,29.0,61.0,15.0,130.0,251.0,73.0,102.0,121.0
1111010100011100,29.0,51.0,21.0,196.0,226.0,394.0,170.0,267.0
1111010100000111,29.0,41.0,25.0,184.0,344.0,333.0,77.0,134.0
1111010011110110,29.0,165.0,15.0,299.0,71.0,372.0,139.0,106.0
1111010010011001,29.0,31.0,23.0,67.0,119.0,102.0,90.0,154.0
1111010010000111,29.0,28.0,23.0,54.0,158.0,217.0,85.0,349.0
1111010001111111,29.0,80.0,190.0,201.0,163.0,230.0,132.0,259.0
1111010001110001,29.0,72.0,127.0,277.0,132.0,301.0,400.0,436.0
1111010000101000,29.0,71.0,20.0,148.0,112.0,122.0,164.0,194.0
1111010000011011,29.0,160.0,43.0,242.0,202.0,303.0,307.0,554.0
1111001110011111,29.0,13.0,30.0,104.0,252.0,116.0,59.0,524.0
1111001110011000,29.0,80.0,23.0,229.0,69.0,101.0,137.0,152.0
1111001101100101,29.0,143.0,22.0,111.0,161.0,205.0,92.0,148.0
1111001101011001,29.0,69.0,3.0,90.0,157.0,136.0,96.0,171.0
1111001100111010,29.0,37.0,37.0,245.0,155.0,117.0,259.0,61.0
1111001011010100,29.0,79.0,13.0,37.0,43.0,71.0,47.0,32.0
1111001011000010,29.0,270.0,92.0,143.0,107.0,307.0,197.0,24.0
1111001010110101,29.0,42.0,11.0,54.0,102.0,56.0,38.0,121.0
1111001001000111,29.0,34.0,16.0,279.0,216.0,207.0,184.0,153.0
1111001000010100,29.0,45.0,69.0,142.0,99.0,308.0,130.0,276.0
1111001000001011,29.0,145.0,26.0,156.0,342.0,381.0,217.0,273.0
1111000100110010,29.0,82.0,28.0,220.0,115.0,507.0,209.0,196.0
1111000011001111,29.0,122.0,134.0,214.0,255.0,383.0,203.0,129.0
1111000010100100,29.0,43.0,90.0,58.0,65.0,115.0,162.0,140.0
1111000010011111,29.0,42.0,29.0,137.0,202.0,180.0,104.0,399.0
1111000010000100,29.0,63.0,36.0,289.0,142.0,347.0,150.0,274.0
1111000001101000,29.0,163.0,20.0,352.0,94.0,361.0,272.0,40.0
1111000001010001,29.0,31.0,16.0,166.0,88.0,131.0,118.0,201.0
1111000000111011,29.0,36.0,119.0,78.0,87.0,132.0,77.0,362.0
1110111110100111,29.0,20.0,16.0,83.0,40.0,74.0,25.0,62.0
1110111100101101,29.0,35.0,8.0,137.0,155.0,57.0,57.0,203.0
1110111100000100,29.0,75.0,47.0,72.0,178.0,159.0,67.0,196.0
1110111011111000,29.0,34.0,11.0,57.0,22.0,162.0,79.0,6.0
1110111011101101,29.0,35.0,11.0,55.0,65.0,362.0,297.0,58.0
1110111010011001,29.0,19.0,63.0,68.0,34.0,46.0,63.0,139.0
1110111001100011,29.0,90.0,17.0,130.0,193.0,75.0,147.0,52.0
1110111000100101,29.0,91.0,11.0,35.0,176.0,47.0,160.0,157.0
1110111000011111,29.0,26.0,11.0,154.0,88.0,59.0,50.0,87.0
1110110110111101,29.0,10.0,22.0,86.0,111.0,64.0,17.0,99.0
1110110100011001,29.0,54.0,9.0,51.0,107.0,316.0,112.0,300.0
1110101111100100,29.0,90.0,18.0,196.0,42.0,281.0,127.0,6.0
1110101111010010,29.0,134.0,44.0,194.0,50.0,286.0,140.0,15.0
1110101111010001,29.0,107.0,20.0,160.0,79.0,138.0,133.0,94.0
1110101111000001,29.0,96.0,7.0,170.0,31.0,147.0,154.0,4.0
1110101101100000,29.0,151.0,12.0,193.0,146.0,346.0,524.0,27.0
1110101011100100,29.0,114.0,9.0,50.0,35.0,300.0,176.0,7.0
1110101011000001,29.0,277.0,35.0,113.0,109.0,402.0,234.0,15.0
1110101010011010,29.0,228.0,54.0,207.0,329.0,446.0,358.0,108.0
1110101010010101,29.0,43.0,58.0,105.0,94.0,273.0,149.0,355.0
1110101001100101,29.0,43.0,33.0,135.0,102.0,95.0,114.0,82.0
1110101001011100,29.0,54.0,12.0,106.0,96.0,158.0,108.0,164.0
1110101000110100,29.0,14.0,12.0,34.0,37.0,33.0,35.0,31.0
1110011111110011,29.0,112.0,39.0,76.0,93.0,219.0,136.0,100.0
1110011111010101,29.0,139.0,16.0,120.0,288.0,146.0,179.0,118.0
1110011111001001,29.0,166.0,38.0,131.0,269.0,425.0,273.0,29.0
1110011111000111,29.0,38.0,20.0,229.0,203.0,375.0,251.0,119.0
1110011110101011,29.0,62.0,22.0,87.0,152.0,97.0,57.0,183.0
1110011101010100,29.0,150.0,15.0,58.0,179.0,345.0,58.0,83.0
1110011100101100,29.0,18.0,21.0,81.0,50.0,77.0,73.0,60.0
1110011100011110,29.0,12.0,38.0,100.0,160.0,239.0,74.0,185.0
1110011100010111,29.0,100.0,16.0,44.0,91.0,189.0,116.0,113.0
1110011001010101,29.0,62.0,47.0,126.0,161.0,108.0,70.0,202.0
1110011001001100,29.0,60.0,38.0,259.0,239.0,249.0,176.0,41.0
1110010111111010,29.0,96.0,34.0,179.0,131.0,411.0,292.0,30.0
1110010111100010,29.0,460.0,63.0,348.0,128.0,527.0,490.0,17.0
1110010101000101,29.0,157.0,45.0,199.0,153.0,188.0,305.0,221.0
1110010101000100,29.0,109.0,39.0,230.0,125.0,270.0,255.0,66.0
1110010010111001,29.0,45.0,28.0,251.0,239.0,645.0,110.0,472.0
1110010001110101,29.0,74.0,35.0,184.0,159.0,265.0,189.0,276.0
1110010001101001,29.0,314.0,203.0,293.0,233.0,389.0,386.0,255.0
1110010000111111,29.0,108.0,23.0,110.0,272.0,105.0,153.0,520.0
1110001101011011,29.0,72.0,18.0,91.0,117.0,131.0,99.0,86.0
1110001100111000,29.0,37.0,18.0,92.0,148.0,68.0,159.0,166.0
1110001100110001,29.0,23.0,6.0,188.0,100.0,162.0,96.0,141.0
1110001100011001,29.0,57.0,26.0,82.0,206.0,80.0,79.0,129.0
1110001010101110,29.0,39.0,19.0,58.0,98.0,66.0,74.0,40.0
1110001010101101,29.0,34.0,13.0,67.0,127.0,131.0,104.0,280.0
1110001010100010,29.0,41.0,12.0,129.0,98.0,99.0,86.0,23.0
1110001010010101,29.0,62.0,58.0,61.0,119.0,58.0,63.0,326.0
1110001000010010,29.0,36.0,16.0,77.0,69.0,159.0,128.0,174.0
1101111110111101,29.0,35.0,119.0,76.0,62.0,100.0,33.0,172.0
1101111110110101,29.0,28.0,13.0,58.0,59.0,113.0,32.0,168.0
1101111001110001,29.0,176.0,21.0,244.0,238.0,353.0,235.0,179.0
1101111001011100,29.0,31.0,145.0,159.0,67.0,108.0,58.0,158.0
1101111001000100,29.0,47.0,18.0,69.0,42.0,97.0,63.0,28.0
1101111000000000,29.0,46.0,21.0,89.0,73.0,95.0,79.0,28.0
1101110111110101,29.0,46.0,14.0,47.0,41.0,42.0,37.0,26.0
1101110111011001,29.0,55.0,22.0,181.0,117.0,233.0,99.0,148.0
1101110110010001,29.0,35.0,101.0,161.0,127.0,132.0,192.0,248.0
1101110011110111,29.0,68.0,20.0,35.0,90.0,64.0,92.0,99.0
1101110010100101,29.0,72.0,16.0,68.0,162.0,55.0,54.0,202.0
1101110000011011,29.0,91.0,139.0,138.0,87.0,201.0,187.0,225.0
1101110000010111,29.0,21.0,18.0,247.0,227.0,308.0,160.0,308.0
1101110000010001,29.0,29.0,12.0,253.0,53.0,52.0,92.0,98.0
1101101111011011,29.0,154.0,26.0,261.0,127.0,254.0,337.0,38.0
1101101110111011,29.0,35.0,43.0,145.0,193.0,277.0,136.0,163.0
1101101101010100,29.0,33.0,16.0,47.0,55.0,101.0,90.0,145.0
1101101011001111,29.0,152.0,69.0,379.0,70.0,316.0,200.0,61.0
1101101001011100,29.0,22.0,19.0,110.0,118.0,114.0,197.0,104.0
1101101001000111,29.0,56.0,60.0,223.0,151.0,126.0,112.0,171.0
1101101000010000,29.0,242.0,17.0,147.0,162.0,297.0,115.0,180.0
1101101000001000,29.0,218.0,15.0,317.0,199.0,484.0,226.0,180.0
1101100010100100,29.0,32.0,40.0,31.0,84.0,85.0,57.0,28.0
1101100001010011,29.0,77.0,19.0,47.0,65.0,172.0,132.0,91.0
1101100000000010,29.0,70.0,26.0,116.0,112.0,231.0,258.0,103.0
1101011110010101,29.0,185.0,22.0,142.0,268.0,119.0,157.0,449.0
1101011101101101,29.0,97.0,83.0,355.0,355.0,273.0,311.0,307.0
1101011100111001,29.0,38.0,75.0,196.0,342.0,194.0,193.0,314.0
