variant,counts_9114_e_F_8,counts_9114_e_F_7,counts_9114_e_F_6,counts_9114_e_F_4,counts_9114_e_F_5,counts_9114_e_F_1,counts_9114_e_F_2,counts_9114_e_F_3
1101101110101111,454.0,540.0,80.0,227.0,326.0,89.0,42.0,69.0
1101101010000111,454.0,505.0,176.0,397.0,198.0,158.0,60.0,148.0
1101011010000101,454.0,457.0,194.0,216.0,331.0,162.0,156.0,494.0
1101011000100101,454.0,258.0,200.0,342.0,167.0,166.0,58.0,115.0
1101010101110001,454.0,435.0,417.0,221.0,192.0,147.0,19.0,78.0
1101000010101101,454.0,354.0,329.0,127.0,132.0,230.0,27.0,299.0
1100111000011101,454.0,147.0,65.0,78.0,199.0,82.0,100.0,128.0
1100010110111100,454.0,384.0,396.0,302.0,251.0,251.0,41.0,187.0
1100010100101111,454.0,604.0,296.0,331.0,181.0,217.0,301.0,191.0
1000010010011011,454.0,425.0,252.0,376.0,314.0,338.0,83.0,169.0
1111110100110101,453.0,286.0,298.0,49.0,118.0,35.0,12.0,56.0
1101011001111011,453.0,216.0,387.0,268.0,255.0,56.0,30.0,129.0
1100010000110101,453.0,568.0,105.0,356.0,195.0,80.0,153.0,133.0
1010010100000101,453.0,230.0,343.0,554.0,199.0,64.0,108.0,237.0
1001101000010000,453.0,106.0,259.0,570.0,478.0,93.0,75.0,141.0
1001011010111011,453.0,184.0,173.0,78.0,70.0,134.0,31.0,130.0
1001000101011001,453.0,184.0,119.0,136.0,112.0,47.0,23.0,54.0
1001000100011111,453.0,133.0,65.0,133.0,62.0,90.0,77.0,243.0
1000010000110101,453.0,162.0,135.0,309.0,118.0,86.0,127.0,111.0
1111010000000110,452.0,110.0,55.0,103.0,75.0,101.0,20.0,53.0
1110011010001001,452.0,154.0,179.0,198.0,222.0,276.0,47.0,208.0
1110011000010001,452.0,187.0,126.0,101.0,354.0,73.0,89.0,121.0
1110010100111110,452.0,380.0,183.0,446.0,198.0,41.0,104.0,130.0
1101011001100101,452.0,146.0,97.0,220.0,159.0,55.0,25.0,253.0
1100010001111001,452.0,494.0,316.0,487.0,495.0,381.0,48.0,272.0
1011011110011011,452.0,235.0,107.0,136.0,121.0,263.0,115.0,60.0
1011000001111001,452.0,163.0,195.0,162.0,96.0,94.0,84.0,75.0
1001000010011101,452.0,168.0,227.0,210.0,215.0,132.0,55.0,92.0
1000010100001101,452.0,300.0,128.0,273.0,355.0,82.0,197.0,123.0
0100010110011111,452.0,353.0,234.0,228.0,186.0,262.0,42.0,55.0
0001000010011101,452.0,67.0,113.0,90.0,46.0,26.0,6.0,20.0
1111011001100101,451.0,150.0,153.0,222.0,174.0,209.0,41.0,149.0
1110010010011110,451.0,403.0,283.0,380.0,367.0,170.0,128.0,163.0
1110010000111011,451.0,455.0,98.0,214.0,334.0,124.0,192.0,152.0
1101101000001111,451.0,171.0,337.0,174.0,336.0,52.0,59.0,257.0
1101011001001101,451.0,533.0,495.0,376.0,489.0,181.0,366.0,174.0
1100010100010101,451.0,416.0,291.0,581.0,351.0,108.0,139.0,219.0
1100010010010111,451.0,242.0,211.0,214.0,195.0,234.0,55.0,145.0
1010010000010101,451.0,159.0,350.0,165.0,103.0,81.0,50.0,107.0
0101000101011001,451.0,513.0,127.0,164.0,152.0,32.0,16.0,97.0
1111111000000111,450.0,449.0,240.0,286.0,178.0,209.0,74.0,42.0
1111011110001011,450.0,247.0,187.0,134.0,169.0,103.0,109.0,83.0
1111011100001011,450.0,460.0,224.0,260.0,263.0,110.0,57.0,337.0
1101110000101101,450.0,724.0,233.0,178.0,255.0,34.0,160.0,100.0
1101100110010011,450.0,162.0,89.0,187.0,129.0,136.0,68.0,175.0
1101011000111101,450.0,83.0,105.0,88.0,135.0,38.0,82.0,48.0
1101001010001111,450.0,143.0,120.0,142.0,146.0,24.0,63.0,54.0
1010010110111101,450.0,147.0,202.0,409.0,252.0,66.0,23.0,93.0
1000111000011101,450.0,165.0,67.0,241.0,274.0,166.0,83.0,125.0
0110010010101101,450.0,181.0,175.0,118.0,190.0,154.0,78.0,138.0
1111011110000101,449.0,143.0,64.0,60.0,62.0,40.0,109.0,45.0
1111000110111001,449.0,172.0,77.0,180.0,98.0,37.0,143.0,176.0
1110011101010001,449.0,322.0,128.0,661.0,266.0,221.0,141.0,233.0
1110010101111000,449.0,323.0,225.0,532.0,191.0,113.0,74.0,196.0
1110010100010110,449.0,292.0,360.0,368.0,259.0,167.0,105.0,238.0
1110010010101011,449.0,611.0,197.0,459.0,310.0,130.0,145.0,185.0
1100010100011001,449.0,433.0,496.0,353.0,299.0,239.0,73.0,197.0
1100010010010001,449.0,332.0,314.0,261.0,517.0,243.0,226.0,330.0
1100001100011011,449.0,330.0,163.0,273.0,245.0,378.0,157.0,82.0
1011011000100111,449.0,87.0,155.0,157.0,298.0,91.0,166.0,95.0
1101100001010001,448.0,139.0,231.0,302.0,72.0,46.0,22.0,116.0
1101000101011011,448.0,510.0,316.0,428.0,156.0,45.0,112.0,160.0
1011000110101101,448.0,226.0,118.0,220.0,154.0,250.0,103.0,144.0
1001011001001001,448.0,289.0,220.0,214.0,165.0,228.0,21.0,49.0
0110010101111001,448.0,741.0,224.0,315.0,262.0,137.0,137.0,253.0
1110011010110101,447.0,59.0,71.0,97.0,64.0,29.0,12.0,31.0
1101011101110101,447.0,152.0,133.0,197.0,141.0,210.0,42.0,121.0
1101010000100011,447.0,396.0,172.0,312.0,328.0,69.0,44.0,175.0
1101000100000111,447.0,354.0,169.0,197.0,243.0,160.0,37.0,79.0
1100001100010101,447.0,233.0,103.0,342.0,200.0,542.0,27.0,156.0
1010010000111101,447.0,198.0,209.0,125.0,114.0,52.0,44.0,63.0
1001011101111101,447.0,224.0,118.0,127.0,259.0,104.0,40.0,56.0
1001000010110001,447.0,224.0,258.0,76.0,107.0,27.0,96.0,65.0
1000010101111101,447.0,219.0,166.0,264.0,138.0,90.0,83.0,217.0
0110010100111101,447.0,165.0,98.0,123.0,131.0,32.0,34.0,37.0
1111001100100111,446.0,97.0,137.0,199.0,146.0,45.0,14.0,120.0
1111000100011101,446.0,350.0,191.0,220.0,320.0,63.0,61.0,182.0
1110011110011110,446.0,226.0,85.0,72.0,124.0,74.0,75.0,38.0
1101001000001101,446.0,241.0,169.0,209.0,259.0,86.0,33.0,227.0
1001011100000111,446.0,364.0,91.0,214.0,182.0,64.0,65.0,52.0
1001011010001101,446.0,176.0,142.0,75.0,177.0,174.0,37.0,123.0
0100010000011100,446.0,222.0,207.0,110.0,270.0,49.0,31.0,34.0
1111010010000101,445.0,122.0,252.0,335.0,128.0,107.0,71.0,69.0
1111000110100100,445.0,390.0,325.0,290.0,246.0,51.0,205.0,222.0
1101100100010001,445.0,257.0,144.0,256.0,367.0,331.0,119.0,66.0
1101010100101101,445.0,171.0,130.0,340.0,93.0,35.0,25.0,100.0
1101001000001011,445.0,305.0,229.0,256.0,238.0,299.0,153.0,66.0
1011011010001111,445.0,294.0,94.0,110.0,53.0,32.0,48.0,26.0
1001000110100101,445.0,118.0,147.0,110.0,159.0,75.0,43.0,64.0
1000010010011100,445.0,198.0,179.0,176.0,162.0,55.0,128.0,123.0
0101000100111111,445.0,122.0,35.0,101.0,109.0,91.0,28.0,15.0
1111101100100010,444.0,416.0,198.0,408.0,370.0,138.0,36.0,142.0
1111101001101111,444.0,323.0,90.0,172.0,205.0,223.0,134.0,123.0
1111001010010111,444.0,156.0,188.0,81.0,94.0,201.0,43.0,66.0
1110101100111111,444.0,288.0,109.0,53.0,142.0,49.0,31.0,24.0
1110011110100001,444.0,338.0,94.0,147.0,202.0,77.0,85.0,106.0
1100010000011011,444.0,403.0,428.0,413.0,497.0,204.0,366.0,388.0
1011011010000111,444.0,122.0,194.0,131.0,180.0,103.0,67.0,59.0
1010010110000011,444.0,400.0,236.0,403.0,707.0,331.0,562.0,242.0
1110010100010101,443.0,584.0,137.0,414.0,343.0,79.0,224.0,217.0
1100101110011101,443.0,238.0,177.0,97.0,259.0,51.0,108.0,76.0
1100010110110011,443.0,491.0,389.0,666.0,361.0,80.0,255.0,210.0
1111101000101100,442.0,197.0,162.0,210.0,126.0,127.0,22.0,140.0
1111100110110011,442.0,345.0,195.0,106.0,263.0,57.0,20.0,23.0
1111011100000011,442.0,387.0,258.0,324.0,516.0,439.0,161.0,670.0
1111010000011101,442.0,147.0,172.0,230.0,159.0,89.0,119.0,144.0
1110011100001001,442.0,261.0,129.0,280.0,156.0,234.0,52.0,169.0
1110010110110101,442.0,216.0,238.0,194.0,192.0,65.0,28.0,272.0
1110010100100101,442.0,438.0,205.0,383.0,187.0,110.0,109.0,176.0
1110010010010111,442.0,308.0,256.0,523.0,267.0,550.0,169.0,175.0
1101101011011101,442.0,367.0,249.0,123.0,107.0,141.0,58.0,68.0
1101010000001011,442.0,334.0,179.0,194.0,232.0,99.0,52.0,106.0
1101000110010011,442.0,226.0,154.0,173.0,293.0,91.0,154.0,93.0
1101000001010101,442.0,358.0,127.0,184.0,116.0,41.0,48.0,44.0
1100010101001101,442.0,391.0,246.0,438.0,654.0,220.0,166.0,365.0
1100010000011100,442.0,198.0,184.0,240.0,268.0,112.0,48.0,98.0
1011001010011101,442.0,158.0,73.0,59.0,74.0,38.0,60.0,64.0
1011000110010100,442.0,194.0,108.0,437.0,248.0,635.0,74.0,109.0
0101001100001101,442.0,226.0,169.0,174.0,133.0,72.0,15.0,15.0
1111110100001110,441.0,233.0,109.0,229.0,130.0,57.0,197.0,50.0
1110101100011101,441.0,137.0,116.0,389.0,400.0,56.0,35.0,122.0
1110010100110011,441.0,404.0,291.0,289.0,709.0,155.0,307.0,292.0
1101101101111101,441.0,224.0,118.0,144.0,166.0,91.0,48.0,152.0
1010010100100001,441.0,360.0,117.0,344.0,479.0,93.0,100.0,121.0
1001000010001111,441.0,455.0,96.0,251.0,188.0,150.0,58.0,129.0
0110001000011101,441.0,70.0,120.0,120.0,61.0,14.0,22.0,19.0
0100101110011111,441.0,313.0,124.0,128.0,195.0,28.0,23.0,70.0
1111101000010011,440.0,322.0,189.0,403.0,434.0,123.0,52.0,74.0
1111000100110011,440.0,447.0,180.0,294.0,275.0,146.0,56.0,44.0
1111000010111111,440.0,118.0,109.0,230.0,92.0,34.0,26.0,86.0
1110011110010101,440.0,108.0,128.0,159.0,85.0,40.0,24.0,179.0
1011101010001011,440.0,374.0,170.0,228.0,153.0,139.0,67.0,47.0
1111111001110011,439.0,129.0,81.0,259.0,136.0,81.0,68.0,70.0
1110010001001001,439.0,597.0,335.0,719.0,513.0,303.0,93.0,413.0
1101011100010001,439.0,282.0,300.0,312.0,347.0,73.0,225.0,97.0
1101010101111101,439.0,230.0,118.0,364.0,411.0,109.0,71.0,82.0
1101000101101011,439.0,760.0,223.0,584.0,331.0,255.0,95.0,179.0
1000010010100011,439.0,504.0,250.0,345.0,376.0,368.0,95.0,173.0
0110010010000101,439.0,181.0,172.0,175.0,272.0,140.0,27.0,49.0
0001100000110111,439.0,399.0,170.0,172.0,102.0,90.0,15.0,69.0
1111101001010101,438.0,80.0,83.0,75.0,103.0,102.0,45.0,64.0
1111011100101111,438.0,220.0,192.0,246.0,85.0,247.0,38.0,92.0
1111011010011111,438.0,112.0,128.0,198.0,186.0,461.0,25.0,99.0
1111000110001100,438.0,303.0,136.0,156.0,163.0,102.0,22.0,97.0
1101101100011001,438.0,271.0,299.0,357.0,197.0,77.0,65.0,231.0
1101000110010110,438.0,134.0,169.0,116.0,139.0,373.0,193.0,184.0
1100010100101101,438.0,478.0,309.0,268.0,463.0,280.0,162.0,280.0
1011110101011101,438.0,268.0,125.0,83.0,16.0,30.0,49.0,15.0
1010010101101101,438.0,351.0,231.0,333.0,569.0,187.0,51.0,179.0
0010010100011001,438.0,210.0,142.0,153.0,149.0,102.0,46.0,125.0
1111101010011001,437.0,192.0,198.0,408.0,138.0,120.0,62.0,49.0
1111000101111011,437.0,319.0,210.0,226.0,505.0,175.0,222.0,154.0
1011000101101111,437.0,136.0,170.0,205.0,156.0,36.0,21.0,121.0
0111011101011101,437.0,95.0,68.0,101.0,181.0,129.0,51.0,35.0
1111110000000011,436.0,415.0,173.0,104.0,197.0,228.0,35.0,73.0
1111011010010110,436.0,209.0,124.0,263.0,178.0,76.0,24.0,73.0
1111011000001011,436.0,472.0,234.0,556.0,353.0,492.0,79.0,169.0
1100010000010111,436.0,314.0,172.0,480.0,176.0,281.0,62.0,123.0
1100001000101101,436.0,244.0,74.0,174.0,275.0,153.0,19.0,91.0
1010010001011011,436.0,147.0,92.0,192.0,251.0,88.0,70.0,166.0
1010010000101101,436.0,134.0,168.0,397.0,177.0,273.0,56.0,186.0
1001010100010101,436.0,75.0,55.0,137.0,82.0,115.0,117.0,87.0
1001000110011111,436.0,156.0,93.0,90.0,70.0,32.0,110.0,59.0
1111101000000001,435.0,290.0,159.0,221.0,121.0,261.0,42.0,130.0
1110010110010001,435.0,349.0,136.0,159.0,391.0,312.0,73.0,294.0
1101111110010001,435.0,216.0,91.0,177.0,195.0,269.0,255.0,234.0
1101101000011100,435.0,198.0,298.0,327.0,351.0,50.0,50.0,84.0
1101011100010101,435.0,130.0,393.0,126.0,111.0,71.0,58.0,123.0
1101001010010011,435.0,192.0,84.0,107.0,193.0,44.0,103.0,47.0
1101000100010010,435.0,301.0,371.0,206.0,241.0,202.0,67.0,255.0
1100001100110101,435.0,326.0,158.0,242.0,54.0,38.0,31.0,72.0
0111010110011101,435.0,178.0,56.0,192.0,18.0,353.0,13.0,67.0
0111000000111011,435.0,124.0,127.0,105.0,159.0,93.0,23.0,29.0
1110010101001101,434.0,457.0,285.0,601.0,442.0,153.0,102.0,106.0
1101101001100111,434.0,261.0,386.0,272.0,348.0,84.0,143.0,162.0
1101011100111111,434.0,141.0,58.0,52.0,45.0,131.0,21.0,70.0
1101011010001100,434.0,408.0,267.0,160.0,229.0,252.0,50.0,110.0
1010011000000101,434.0,490.0,388.0,162.0,174.0,119.0,160.0,104.0
0100010000011001,434.0,334.0,180.0,151.0,168.0,388.0,86.0,78.0
1111000110100011,433.0,217.0,139.0,204.0,212.0,131.0,44.0,164.0
1101011110011101,433.0,282.0,225.0,264.0,366.0,186.0,34.0,109.0
1001010101101111,433.0,119.0,145.0,120.0,108.0,60.0,39.0,81.0
0101000010110101,433.0,319.0,185.0,113.0,156.0,162.0,18.0,43.0
1111101010111101,432.0,195.0,182.0,112.0,188.0,135.0,19.0,124.0
1110011010011111,432.0,125.0,84.0,128.0,55.0,44.0,78.0,154.0
1101101000010101,432.0,226.0,146.0,121.0,194.0,268.0,87.0,75.0
1101100101011101,432.0,364.0,74.0,210.0,120.0,42.0,24.0,54.0
1101010110010011,432.0,298.0,187.0,279.0,248.0,139.0,41.0,110.0
1100010001001111,432.0,367.0,273.0,504.0,361.0,266.0,120.0,167.0
1100010000110111,432.0,278.0,239.0,231.0,150.0,48.0,55.0,86.0
1011101000001111,432.0,471.0,82.0,231.0,190.0,77.0,183.0,63.0
1010010001111001,432.0,185.0,147.0,269.0,176.0,116.0,37.0,89.0
1001100000110011,432.0,131.0,93.0,264.0,332.0,87.0,94.0,57.0
1001010101010101,432.0,133.0,76.0,107.0,52.0,18.0,22.0,40.0
1000010110010111,432.0,186.0,123.0,200.0,212.0,102.0,184.0,116.0
1000010010011101,432.0,234.0,283.0,259.0,410.0,70.0,97.0,129.0
1000010000010001,432.0,368.0,209.0,232.0,260.0,371.0,58.0,203.0
1111100100001001,431.0,270.0,149.0,452.0,319.0,57.0,31.0,200.0
1110010010110111,431.0,274.0,85.0,156.0,85.0,179.0,28.0,132.0
1110010000001111,431.0,356.0,235.0,266.0,132.0,188.0,65.0,87.0
1000011101010001,431.0,647.0,473.0,356.0,256.0,50.0,62.0,238.0
1101101000101111,430.0,181.0,139.0,118.0,257.0,36.0,20.0,57.0
1101010101101101,430.0,269.0,243.0,210.0,240.0,55.0,111.0,226.0
1101000001001001,430.0,313.0,346.0,340.0,361.0,95.0,106.0,148.0
0101111100011001,430.0,307.0,178.0,69.0,156.0,68.0,46.0,76.0
0101101010011101,430.0,101.0,55.0,100.0,159.0,58.0,17.0,37.0
1111011110010111,429.0,289.0,112.0,115.0,82.0,292.0,178.0,54.0
1111011000100011,429.0,335.0,101.0,255.0,346.0,62.0,86.0,83.0
1111010010011011,429.0,348.0,382.0,85.0,160.0,44.0,40.0,81.0
1110010000001100,429.0,252.0,340.0,666.0,411.0,220.0,115.0,226.0
1101100101010101,429.0,150.0,66.0,81.0,127.0,51.0,16.0,243.0
1101000101011111,429.0,198.0,156.0,169.0,140.0,32.0,39.0,71.0
1101000001011101,429.0,172.0,176.0,215.0,101.0,59.0,20.0,45.0
1010101000001101,429.0,99.0,130.0,157.0,193.0,134.0,30.0,79.0
1000011100010001,429.0,173.0,255.0,152.0,279.0,136.0,125.0,288.0
0111101100111001,429.0,140.0,92.0,235.0,128.0,157.0,45.0,56.0
0101010100111111,429.0,191.0,94.0,118.0,103.0,113.0,14.0,52.0
1111100010000011,428.0,322.0,278.0,370.0,521.0,921.0,35.0,164.0
1111010101110011,428.0,497.0,197.0,207.0,343.0,246.0,101.0,113.0
1111000011111101,428.0,188.0,217.0,182.0,244.0,46.0,78.0,64.0
1111000001110101,428.0,210.0,255.0,192.0,240.0,85.0,340.0,53.0
1101000100111111,428.0,469.0,69.0,113.0,206.0,209.0,44.0,71.0
1101000001011011,428.0,146.0,84.0,284.0,166.0,102.0,35.0,148.0
1001011001001101,428.0,193.0,317.0,217.0,146.0,72.0,45.0,50.0
1000010100011111,428.0,310.0,144.0,410.0,291.0,283.0,177.0,179.0
0111010110010011,428.0,252.0,185.0,80.0,209.0,70.0,17.0,99.0
1111110000010111,427.0,228.0,68.0,96.0,45.0,181.0,169.0,264.0
1111101000011111,427.0,314.0,124.0,349.0,136.0,53.0,128.0,38.0
1100101110011001,427.0,277.0,167.0,287.0,417.0,68.0,66.0,171.0
1100101010010011,427.0,260.0,164.0,351.0,363.0,57.0,16.0,294.0
1100010001011101,427.0,172.0,153.0,320.0,332.0,226.0,75.0,142.0
1011010101101111,427.0,113.0,38.0,139.0,137.0,271.0,24.0,45.0
1011000011011001,427.0,140.0,227.0,265.0,130.0,70.0,19.0,76.0
1010010000100001,427.0,267.0,186.0,211.0,275.0,254.0,100.0,93.0
0101011110100001,427.0,175.0,125.0,227.0,56.0,61.0,33.0,43.0
1111010000100011,426.0,455.0,182.0,279.0,417.0,70.0,160.0,188.0
1111000111010101,426.0,136.0,380.0,176.0,283.0,51.0,20.0,50.0
1111000101001101,426.0,319.0,126.0,126.0,219.0,180.0,53.0,215.0
1111000100011110,426.0,281.0,279.0,166.0,324.0,49.0,67.0,60.0
1110010110101111,426.0,312.0,165.0,209.0,232.0,231.0,59.0,117.0
1100010001110001,426.0,457.0,136.0,383.0,325.0,289.0,291.0,256.0
0111000100001101,426.0,61.0,73.0,103.0,96.0,31.0,22.0,73.0
1111111011010001,425.0,178.0,143.0,313.0,105.0,317.0,33.0,110.0
1111011101111101,425.0,258.0,250.0,155.0,169.0,133.0,155.0,46.0
1110011000001011,425.0,485.0,102.0,239.0,260.0,75.0,38.0,159.0
1110010010111110,425.0,190.0,127.0,187.0,176.0,32.0,44.0,61.0
1101011110011001,425.0,192.0,231.0,225.0,209.0,127.0,44.0,110.0
1101010001111111,425.0,169.0,70.0,125.0,233.0,34.0,18.0,77.0
1101000010100111,425.0,215.0,82.0,232.0,195.0,68.0,40.0,58.0
1100010100110101,425.0,267.0,165.0,175.0,338.0,174.0,121.0,322.0
1100010010001111,425.0,285.0,224.0,318.0,302.0,177.0,60.0,175.0
1011101100001111,425.0,288.0,221.0,109.0,325.0,91.0,89.0,43.0
1011000100001010,425.0,282.0,181.0,290.0,253.0,77.0,45.0,54.0
1010010101011101,425.0,291.0,180.0,416.0,389.0,165.0,147.0,66.0
1001000100011101,425.0,191.0,253.0,229.0,73.0,63.0,84.0,162.0
1111000000100111,424.0,249.0,47.0,185.0,121.0,61.0,36.0,41.0
1110011000010000,424.0,124.0,191.0,362.0,605.0,707.0,32.0,335.0
1101011100011111,424.0,112.0,233.0,161.0,148.0,60.0,334.0,60.0
1101011011001101,424.0,383.0,204.0,307.0,424.0,257.0,30.0,208.0
1101011010011111,424.0,134.0,131.0,88.0,286.0,159.0,96.0,44.0
1011000110011100,424.0,157.0,93.0,71.0,161.0,326.0,16.0,41.0
1001001000000011,424.0,317.0,289.0,215.0,495.0,281.0,52.0,73.0
1111011110010011,423.0,428.0,194.0,330.0,277.0,82.0,40.0,153.0
1111000101000101,423.0,239.0,170.0,371.0,114.0,111.0,29.0,37.0
1110010010100111,423.0,488.0,255.0,344.0,133.0,122.0,90.0,196.0
1101101101011001,423.0,588.0,205.0,254.0,177.0,458.0,116.0,399.0
1101011000000001,423.0,154.0,223.0,283.0,171.0,77.0,152.0,161.0
1101001110000010,423.0,825.0,723.0,1200.0,896.0,148.0,167.0,485.0
1011110010000111,423.0,219.0,31.0,43.0,51.0,28.0,37.0,43.0
1010101110011011,423.0,104.0,125.0,126.0,121.0,81.0,228.0,97.0
1001010110010101,423.0,76.0,94.0,141.0,119.0,20.0,68.0,61.0
0100010100001101,423.0,103.0,184.0,161.0,183.0,80.0,61.0,71.0
1111010110011001,422.0,227.0,94.0,249.0,138.0,309.0,45.0,93.0
1110011010010011,422.0,266.0,369.0,112.0,94.0,216.0,52.0,131.0
1101110010010011,422.0,406.0,193.0,311.0,225.0,30.0,267.0,133.0
1101011001110101,422.0,204.0,196.0,566.0,147.0,225.0,43.0,161.0
1101010100100011,422.0,378.0,420.0,206.0,231.0,198.0,134.0,225.0
1011000000101001,422.0,139.0,63.0,277.0,187.0,33.0,24.0,67.0
1010010100011011,422.0,266.0,180.0,224.0,400.0,96.0,60.0,143.0
0011010110011110,422.0,462.0,207.0,249.0,238.0,139.0,120.0,121.0
1111111001010101,421.0,110.0,118.0,104.0,72.0,135.0,22.0,29.0
1111101001111101,421.0,278.0,115.0,175.0,258.0,160.0,93.0,156.0
1111000111011101,421.0,294.0,229.0,150.0,94.0,163.0,25.0,102.0
1101010101011001,421.0,123.0,171.0,388.0,104.0,113.0,32.0,108.0
1100010101011011,421.0,412.0,348.0,395.0,275.0,279.0,205.0,222.0
1100010000010101,421.0,157.0,172.0,189.0,194.0,240.0,113.0,127.0
1010010000000101,421.0,158.0,228.0,243.0,243.0,91.0,47.0,238.0
0110010010010011,421.0,297.0,131.0,265.0,226.0,74.0,159.0,102.0
1111101101010111,420.0,439.0,114.0,112.0,161.0,99.0,259.0,86.0
1111010000001110,420.0,295.0,146.0,222.0,84.0,303.0,37.0,67.0
1111000101011101,420.0,104.0,196.0,403.0,107.0,44.0,38.0,72.0
1101001010011101,420.0,343.0,145.0,89.0,86.0,184.0,69.0,32.0
0101011001011101,420.0,76.0,95.0,204.0,152.0,185.0,44.0,40.0
1111101100100111,419.0,436.0,115.0,175.0,79.0,136.0,28.0,86.0
1111100000001111,419.0,102.0,174.0,147.0,211.0,108.0,70.0,68.0
1111011100110111,419.0,362.0,176.0,76.0,123.0,43.0,57.0,103.0
1101011101010001,419.0,402.0,476.0,183.0,140.0,233.0,112.0,86.0
1001011010001111,419.0,186.0,71.0,113.0,142.0,39.0,88.0,46.0
0101000100010011,419.0,159.0,212.0,144.0,154.0,71.0,112.0,43.0
1111100110010100,418.0,271.0,86.0,194.0,359.0,50.0,15.0,64.0
1111000110101101,418.0,267.0,121.0,210.0,118.0,75.0,186.0,33.0
1110010011101101,418.0,410.0,351.0,812.0,370.0,280.0,129.0,232.0
1110010000110110,418.0,627.0,394.0,288.0,178.0,252.0,84.0,322.0
1101100010000011,418.0,392.0,130.0,292.0,143.0,142.0,29.0,98.0
1101010010010011,418.0,252.0,174.0,191.0,312.0,244.0,219.0,76.0
1101001100010011,418.0,546.0,391.0,298.0,118.0,239.0,64.0,68.0
1100010000000001,418.0,378.0,589.0,548.0,506.0,347.0,204.0,472.0
1011011000000101,418.0,123.0,181.0,231.0,132.0,71.0,28.0,36.0
1011010010011111,418.0,298.0,145.0,253.0,195.0,31.0,85.0,118.0
1010010100110010,418.0,448.0,121.0,361.0,205.0,108.0,27.0,151.0
0110010110011110,418.0,146.0,209.0,293.0,215.0,166.0,21.0,111.0
0100010100000011,418.0,401.0,297.0,271.0,475.0,182.0,53.0,193.0
0010010001111101,418.0,165.0,86.0,186.0,224.0,120.0,18.0,53.0
1111000000100011,417.0,299.0,240.0,263.0,393.0,114.0,223.0,86.0
1101001110100011,417.0,273.0,272.0,380.0,304.0,160.0,31.0,248.0
1100101010001111,417.0,269.0,159.0,227.0,240.0,21.0,186.0,54.0
1011101010101101,417.0,165.0,154.0,180.0,194.0,50.0,152.0,110.0
1011001110110011,417.0,197.0,57.0,38.0,104.0,38.0,22.0,95.0
1011001010010011,417.0,390.0,160.0,174.0,152.0,31.0,111.0,64.0
1000010001101101,417.0,475.0,277.0,347.0,307.0,231.0,95.0,167.0
0111000010010011,417.0,211.0,197.0,106.0,166.0,33.0,61.0,99.0
1111101110101111,416.0,366.0,188.0,275.0,252.0,91.0,43.0,119.0
1111100100110011,416.0,295.0,245.0,323.0,171.0,37.0,19.0,128.0
1111011110010101,416.0,170.0,179.0,140.0,99.0,100.0,81.0,102.0
1111011000000101,416.0,418.0,145.0,255.0,271.0,252.0,51.0,134.0
1111000010100111,416.0,203.0,248.0,376.0,198.0,87.0,95.0,161.0
1110011000000011,416.0,203.0,332.0,459.0,326.0,84.0,312.0,169.0
1110010110111001,416.0,366.0,152.0,140.0,141.0,252.0,68.0,211.0
1110010000101001,416.0,296.0,153.0,244.0,227.0,73.0,51.0,220.0
1101111101110101,416.0,69.0,75.0,88.0,125.0,36.0,58.0,59.0
1100101100011001,416.0,178.0,124.0,629.0,87.0,138.0,92.0,141.0
1100010000000111,416.0,565.0,236.0,493.0,457.0,230.0,236.0,177.0
1011110000101111,416.0,69.0,35.0,68.0,63.0,23.0,20.0,16.0
1010010100001101,416.0,230.0,193.0,134.0,150.0,168.0,77.0,121.0
1001101100010100,416.0,265.0,124.0,93.0,159.0,35.0,26.0,207.0
1111101110011111,415.0,267.0,307.0,401.0,153.0,160.0,53.0,119.0
1111000100001001,415.0,245.0,269.0,202.0,269.0,235.0,20.0,163.0
1111000010001110,415.0,174.0,161.0,197.0,99.0,126.0,45.0,136.0
1100010100100101,415.0,276.0,431.0,643.0,431.0,93.0,86.0,195.0
1011011100011010,415.0,288.0,232.0,218.0,213.0,106.0,22.0,90.0
1011000000011011,415.0,166.0,92.0,88.0,84.0,38.0,35.0,56.0
1001101101011101,415.0,382.0,128.0,141.0,255.0,60.0,90.0,41.0
0111011001101101,415.0,167.0,323.0,106.0,89.0,56.0,114.0,51.0
1111101011111111,414.0,240.0,87.0,131.0,258.0,129.0,59.0,45.0
1111000010011011,414.0,416.0,201.0,230.0,488.0,144.0,104.0,113.0
1111000000010111,414.0,157.0,387.0,135.0,122.0,47.0,114.0,89.0
1110100010110011,414.0,169.0,123.0,533.0,219.0,45.0,37.0,97.0
1110010111010011,414.0,388.0,198.0,734.0,476.0,346.0,447.0,311.0
1101101100000011,414.0,581.0,287.0,391.0,313.0,291.0,63.0,163.0
1101000101110100,414.0,274.0,352.0,548.0,145.0,119.0,51.0,112.0
1101000000001100,414.0,245.0,250.0,230.0,164.0,77.0,103.0,121.0
1100111010110010,414.0,835.0,1033.0,925.0,595.0,977.0,266.0,460.0
1100010010101111,414.0,376.0,203.0,312.0,203.0,62.0,37.0,152.0
1100001000000011,414.0,470.0,370.0,412.0,331.0,240.0,58.0,207.0
1011101110010011,414.0,150.0,278.0,132.0,133.0,172.0,50.0,95.0
1011011100101101,414.0,97.0,146.0,360.0,79.0,214.0,33.0,90.0
