variant,counts_9114_i_F_1,counts_9114_i_F_3,counts_9114_i_F_2,counts_9114_i_F_6,counts_9114_i_F_7,counts_9114_i_F_5,counts_9114_i_F_4,counts_9114_i_F_8
1001101000000000,226.0,63.0,27.0,83.0,192.0,204.0,178.0,159.0
1000111111000000,226.0,19.0,8.0,23.0,24.0,102.0,52.0,5.0
1000011110111110,226.0,17.0,21.0,59.0,164.0,30.0,31.0,63.0
1000010101011101,226.0,68.0,68.0,192.0,297.0,153.0,114.0,276.0
0101010100011111,226.0,155.0,46.0,77.0,87.0,74.0,36.0,158.0
0100010011111111,226.0,92.0,28.0,85.0,136.0,177.0,156.0,60.0
0100010011001010,226.0,197.0,28.0,207.0,93.0,187.0,301.0,12.0
1111011101110100,225.0,58.0,17.0,71.0,279.0,98.0,140.0,96.0
1111010010111011,225.0,62.0,27.0,88.0,121.0,63.0,123.0,297.0
1111001101110110,225.0,58.0,8.0,131.0,111.0,73.0,45.0,35.0
1111001000000111,225.0,42.0,13.0,105.0,268.0,139.0,143.0,168.0
1110001010010100,225.0,46.0,133.0,30.0,42.0,89.0,89.0,106.0
1101110100110011,225.0,88.0,27.0,226.0,219.0,231.0,163.0,206.0
1101101111101100,225.0,92.0,28.0,361.0,235.0,379.0,193.0,36.0
1101001101000111,225.0,85.0,9.0,107.0,81.0,113.0,77.0,89.0
1100101100101011,225.0,44.0,30.0,208.0,128.0,95.0,66.0,97.0
1100011011011011,225.0,31.0,46.0,175.0,144.0,348.0,167.0,93.0
1100010010101110,225.0,105.0,40.0,331.0,421.0,392.0,174.0,200.0
1011101011100010,225.0,116.0,37.0,241.0,177.0,238.0,175.0,5.0
1011000111110011,225.0,113.0,95.0,179.0,365.0,206.0,148.0,346.0
1010011011000100,225.0,245.0,50.0,116.0,198.0,287.0,189.0,21.0
1010011010011000,225.0,47.0,116.0,80.0,52.0,151.0,77.0,52.0
1010010001001000,225.0,146.0,41.0,151.0,236.0,303.0,203.0,99.0
1000101101000011,225.0,111.0,105.0,242.0,169.0,216.0,224.0,19.0
1000001000100011,225.0,31.0,14.0,100.0,108.0,84.0,57.0,70.0
0111101111011011,225.0,39.0,38.0,141.0,255.0,81.0,93.0,89.0
0101100011000010,225.0,118.0,6.0,119.0,28.0,285.0,135.0,7.0
0101000000001110,225.0,99.0,27.0,43.0,206.0,219.0,103.0,208.0
0100101110011100,225.0,20.0,20.0,39.0,118.0,40.0,58.0,75.0
0100010101010111,225.0,106.0,55.0,87.0,109.0,118.0,75.0,112.0
1111110101101000,224.0,61.0,178.0,43.0,80.0,167.0,133.0,16.0
1111101101011011,224.0,146.0,45.0,319.0,290.0,158.0,122.0,554.0
1111100011000110,224.0,33.0,41.0,193.0,161.0,134.0,93.0,18.0
1111000001001101,224.0,160.0,143.0,156.0,271.0,252.0,226.0,237.0
1110101010010001,224.0,37.0,76.0,197.0,247.0,254.0,135.0,143.0
1110010101010100,224.0,55.0,29.0,377.0,305.0,250.0,228.0,191.0
1110010100100000,224.0,94.0,86.0,176.0,301.0,339.0,283.0,245.0
1110001010000010,224.0,58.0,11.0,88.0,83.0,73.0,158.0,14.0
1110000111011011,224.0,69.0,33.0,26.0,17.0,80.0,35.0,16.0
1101111101011011,224.0,42.0,24.0,194.0,240.0,171.0,101.0,217.0
1101110001011111,224.0,92.0,16.0,33.0,25.0,29.0,20.0,62.0
1101101011011001,224.0,135.0,52.0,152.0,273.0,200.0,370.0,183.0
1100101010001101,224.0,128.0,54.0,252.0,157.0,300.0,161.0,203.0
1100010000111100,224.0,139.0,32.0,92.0,247.0,284.0,102.0,209.0
1011110001101010,224.0,28.0,32.0,153.0,58.0,365.0,171.0,103.0
1010001110010010,224.0,42.0,55.0,132.0,128.0,219.0,212.0,41.0
1001110010101110,224.0,28.0,3.0,72.0,60.0,54.0,31.0,46.0
1001101110010011,224.0,77.0,27.0,208.0,224.0,108.0,90.0,285.0
1000011110110010,224.0,30.0,11.0,47.0,107.0,57.0,47.0,63.0
0111000000000011,224.0,107.0,28.0,117.0,153.0,181.0,97.0,308.0
0110101110011100,224.0,16.0,57.0,57.0,169.0,31.0,37.0,56.0
0101101100101010,224.0,56.0,31.0,181.0,194.0,155.0,61.0,103.0
0101001001000010,224.0,63.0,21.0,189.0,54.0,198.0,167.0,13.0
0100111000001010,224.0,155.0,57.0,72.0,151.0,147.0,136.0,16.0
0010011101001101,224.0,25.0,42.0,70.0,128.0,60.0,47.0,88.0
0001010001011011,224.0,20.0,14.0,28.0,98.0,73.0,15.0,98.0
1111111101101111,223.0,45.0,34.0,436.0,176.0,130.0,213.0,267.0
1111111100101111,223.0,30.0,8.0,49.0,61.0,96.0,123.0,57.0
1111101011000011,223.0,133.0,94.0,432.0,201.0,425.0,446.0,70.0
1111011111011011,223.0,125.0,49.0,220.0,176.0,297.0,208.0,199.0
1111011011101001,223.0,149.0,148.0,286.0,315.0,331.0,621.0,165.0
1111000100010011,223.0,143.0,38.0,192.0,184.0,226.0,209.0,384.0
1110101000101010,223.0,69.0,38.0,293.0,227.0,146.0,73.0,142.0
1110011111011101,223.0,28.0,108.0,327.0,177.0,177.0,213.0,268.0
1110010100001001,223.0,198.0,57.0,541.0,175.0,524.0,327.0,284.0
1110010011001111,223.0,195.0,48.0,314.0,397.0,294.0,155.0,202.0
1110001100110010,223.0,71.0,23.0,73.0,88.0,118.0,284.0,106.0
1101101110010101,223.0,33.0,126.0,50.0,221.0,242.0,71.0,313.0
1101101000100100,223.0,62.0,66.0,59.0,78.0,352.0,97.0,48.0
1101101000010001,223.0,93.0,37.0,147.0,249.0,245.0,120.0,404.0
1101011010100011,223.0,71.0,101.0,168.0,251.0,258.0,73.0,345.0
1101001101101010,223.0,64.0,40.0,271.0,157.0,264.0,186.0,31.0
1100110101100010,223.0,96.0,10.0,381.0,137.0,158.0,198.0,13.0
1100110001101111,223.0,79.0,23.0,63.0,155.0,60.0,52.0,58.0
1100100001000100,223.0,36.0,4.0,54.0,56.0,114.0,20.0,5.0
1100011110010100,223.0,176.0,36.0,135.0,83.0,133.0,267.0,108.0
1011101111000101,223.0,65.0,34.0,154.0,76.0,231.0,117.0,65.0
1011011010001101,223.0,121.0,33.0,67.0,109.0,240.0,138.0,254.0
1010011101100000,223.0,50.0,14.0,33.0,128.0,124.0,152.0,27.0
1010010110110001,223.0,73.0,38.0,107.0,239.0,143.0,220.0,300.0
1001101110110011,223.0,36.0,11.0,187.0,205.0,149.0,121.0,172.0
0111000000000110,223.0,32.0,27.0,136.0,188.0,55.0,44.0,104.0
0101000010101010,223.0,75.0,17.0,75.0,158.0,94.0,88.0,56.0
1111101111111101,222.0,67.0,37.0,280.0,250.0,276.0,212.0,317.0
1111011101000000,222.0,490.0,132.0,1226.0,765.0,1388.0,975.0,284.0
1111010110101100,222.0,34.0,14.0,146.0,62.0,71.0,44.0,61.0
1111001010000101,222.0,149.0,18.0,114.0,118.0,259.0,110.0,149.0
1111000111001000,222.0,115.0,17.0,99.0,247.0,165.0,163.0,34.0
1111000000111001,222.0,52.0,13.0,267.0,146.0,278.0,67.0,203.0
1110111100110110,222.0,14.0,13.0,54.0,182.0,61.0,74.0,132.0
1110101111100010,222.0,254.0,86.0,119.0,174.0,262.0,293.0,3.0
1110011110100100,222.0,66.0,18.0,107.0,171.0,70.0,62.0,130.0
1110010000110110,222.0,141.0,15.0,689.0,322.0,281.0,174.0,404.0
1110001111100001,222.0,90.0,47.0,209.0,91.0,392.0,315.0,49.0
1101111111001011,222.0,87.0,63.0,95.0,98.0,145.0,115.0,30.0
1101111101101100,222.0,23.0,16.0,204.0,145.0,108.0,249.0,63.0
1101101111011111,222.0,130.0,61.0,231.0,339.0,235.0,64.0,365.0
1101101000111001,222.0,63.0,28.0,72.0,141.0,191.0,57.0,189.0
1101011110100001,222.0,132.0,83.0,104.0,115.0,185.0,161.0,166.0
1101011000010000,222.0,118.0,40.0,133.0,181.0,228.0,195.0,122.0
1100011101111001,222.0,95.0,98.0,191.0,116.0,477.0,349.0,60.0
1100011100010011,222.0,87.0,22.0,368.0,199.0,371.0,163.0,286.0
1011100110010101,222.0,65.0,19.0,47.0,183.0,87.0,137.0,250.0
1011000000010110,222.0,54.0,40.0,40.0,56.0,87.0,94.0,62.0
1010110101110011,222.0,78.0,17.0,128.0,85.0,107.0,72.0,43.0
1010101100110001,222.0,58.0,10.0,116.0,130.0,125.0,55.0,62.0
1010010000110011,222.0,106.0,76.0,140.0,201.0,134.0,97.0,165.0
1000011111001111,222.0,41.0,10.0,66.0,87.0,98.0,92.0,46.0
0100101110010110,222.0,20.0,7.0,67.0,73.0,109.0,26.0,7.0
0000010001101100,222.0,86.0,47.0,105.0,77.0,106.0,96.0,51.0
1111101010100000,221.0,162.0,15.0,424.0,280.0,528.0,476.0,172.0
1110111110010001,221.0,35.0,22.0,75.0,89.0,77.0,127.0,204.0
1110010000110111,221.0,356.0,96.0,892.0,776.0,744.0,478.0,948.0
1101111010101101,221.0,42.0,19.0,91.0,229.0,177.0,191.0,208.0
1101011101000110,221.0,175.0,48.0,196.0,224.0,313.0,210.0,30.0
1101011000100011,221.0,253.0,74.0,301.0,417.0,488.0,402.0,396.0
1100111011000000,221.0,83.0,81.0,202.0,41.0,226.0,82.0,2.0
1100110111110111,221.0,44.0,62.0,49.0,31.0,45.0,48.0,22.0
1100110100100001,221.0,173.0,161.0,103.0,121.0,63.0,140.0,43.0
1100010111010101,221.0,156.0,28.0,164.0,345.0,389.0,250.0,305.0
1100010101001111,221.0,160.0,35.0,267.0,143.0,332.0,212.0,114.0
1011111011110010,221.0,61.0,24.0,129.0,60.0,418.0,118.0,15.0
1011000001001101,221.0,60.0,38.0,89.0,81.0,211.0,143.0,175.0
1010010101100011,221.0,242.0,36.0,414.0,493.0,335.0,373.0,272.0
1010010001000110,221.0,55.0,45.0,80.0,98.0,228.0,109.0,60.0
1001111000101111,221.0,12.0,7.0,148.0,76.0,52.0,57.0,176.0
1001011000000011,221.0,63.0,29.0,166.0,107.0,286.0,126.0,185.0
1001001001000111,221.0,74.0,17.0,55.0,65.0,125.0,101.0,71.0
1001000001001110,221.0,52.0,39.0,158.0,142.0,112.0,201.0,74.0
1000010101000011,221.0,212.0,66.0,239.0,187.0,311.0,197.0,170.0
0111011010011001,221.0,23.0,17.0,110.0,60.0,92.0,86.0,132.0
0110111111100110,221.0,28.0,2.0,17.0,19.0,69.0,31.0,7.0
0110010111010011,221.0,54.0,19.0,148.0,322.0,215.0,112.0,68.0
0101011101110100,221.0,55.0,9.0,76.0,185.0,124.0,155.0,131.0
0100010111101101,221.0,155.0,34.0,302.0,176.0,284.0,234.0,152.0
0011011101001001,221.0,31.0,23.0,77.0,163.0,136.0,69.0,101.0
0011000100101011,221.0,104.0,33.0,286.0,582.0,340.0,212.0,831.0
0001110011100001,221.0,44.0,3.0,30.0,64.0,68.0,63.0,29.0
1111110101100111,220.0,31.0,13.0,116.0,183.0,77.0,196.0,172.0
1111011010000010,220.0,171.0,53.0,455.0,205.0,337.0,201.0,116.0
1111010001110100,220.0,80.0,145.0,70.0,35.0,66.0,67.0,49.0
1111001111001000,220.0,41.0,10.0,193.0,52.0,93.0,45.0,18.0
1111000100110010,220.0,100.0,58.0,244.0,370.0,168.0,153.0,122.0
1110010101110100,220.0,122.0,110.0,119.0,147.0,195.0,156.0,36.0
1110010101100111,220.0,205.0,23.0,395.0,231.0,356.0,306.0,248.0
1110010100000110,220.0,133.0,45.0,399.0,513.0,372.0,263.0,234.0
1101110101000001,220.0,51.0,41.0,233.0,158.0,206.0,184.0,135.0
1101110010101101,220.0,67.0,43.0,122.0,296.0,187.0,102.0,138.0
1101110010011101,220.0,53.0,73.0,227.0,237.0,138.0,80.0,152.0
1101101011010001,220.0,119.0,34.0,261.0,164.0,239.0,173.0,91.0
1101101001001011,220.0,152.0,27.0,314.0,438.0,452.0,376.0,177.0
1101001010011101,220.0,58.0,48.0,135.0,211.0,86.0,124.0,418.0
1101000111001010,220.0,143.0,20.0,220.0,90.0,167.0,129.0,11.0
1101000011100100,220.0,118.0,46.0,137.0,175.0,191.0,161.0,40.0
1100111010000010,220.0,87.0,18.0,106.0,102.0,195.0,148.0,28.0
1100010111101110,220.0,76.0,27.0,251.0,118.0,294.0,171.0,23.0
1011101100011010,220.0,84.0,37.0,162.0,203.0,267.0,187.0,139.0
1011011010111100,220.0,17.0,11.0,47.0,66.0,30.0,15.0,136.0
1001101001001001,220.0,149.0,68.0,119.0,219.0,195.0,182.0,51.0
1000010000010011,220.0,89.0,47.0,265.0,310.0,387.0,277.0,456.0
0111011100000111,220.0,25.0,67.0,40.0,60.0,50.0,40.0,141.0
0110010111000011,220.0,146.0,139.0,224.0,248.0,304.0,308.0,43.0
0101110001111001,220.0,34.0,57.0,60.0,115.0,37.0,46.0,139.0
0101011011001000,220.0,157.0,82.0,137.0,95.0,205.0,118.0,3.0
0101011010111001,220.0,18.0,11.0,15.0,51.0,42.0,19.0,48.0
0011010100011111,220.0,34.0,56.0,46.0,67.0,25.0,15.0,207.0
0000011000000110,220.0,45.0,15.0,39.0,36.0,39.0,8.0,25.0
1111111110011111,219.0,82.0,35.0,101.0,157.0,50.0,58.0,210.0
1111101101100011,219.0,232.0,64.0,685.0,403.0,394.0,254.0,278.0
1111101000001111,219.0,133.0,58.0,258.0,342.0,234.0,131.0,436.0
1110010010010100,219.0,186.0,53.0,228.0,168.0,276.0,294.0,288.0
1110010000100011,219.0,184.0,91.0,331.0,349.0,304.0,304.0,387.0
1101111110100011,219.0,91.0,16.0,144.0,220.0,85.0,39.0,229.0
1101111011101011,219.0,141.0,17.0,226.0,200.0,166.0,179.0,26.0
1101111010010101,219.0,22.0,103.0,50.0,113.0,58.0,42.0,119.0
1101100011100011,219.0,194.0,91.0,311.0,216.0,515.0,463.0,67.0
1101010000011110,219.0,51.0,39.0,282.0,153.0,82.0,107.0,394.0
1100010100110100,219.0,154.0,291.0,239.0,288.0,398.0,207.0,185.0
1100010010100100,219.0,244.0,100.0,369.0,400.0,499.0,209.0,338.0
1011010101011100,219.0,51.0,19.0,72.0,186.0,70.0,106.0,90.0
1010110011000010,219.0,65.0,48.0,78.0,34.0,178.0,90.0,8.0
1010010101010100,219.0,169.0,61.0,157.0,220.0,259.0,102.0,149.0
1000011100001101,219.0,73.0,41.0,86.0,234.0,108.0,146.0,244.0
1000010111001111,219.0,103.0,144.0,232.0,294.0,235.0,129.0,141.0
1000001011110010,219.0,100.0,44.0,142.0,103.0,249.0,165.0,4.0
0110010110011011,219.0,55.0,103.0,215.0,291.0,134.0,109.0,225.0
0110010101001011,219.0,67.0,18.0,274.0,135.0,141.0,114.0,51.0
0101011101100100,219.0,53.0,9.0,100.0,72.0,170.0,94.0,23.0
0101010001001011,219.0,101.0,24.0,160.0,163.0,131.0,118.0,111.0
0010101111101011,219.0,48.0,3.0,100.0,130.0,124.0,83.0,21.0
0000110101001001,219.0,8.0,9.0,13.0,9.0,9.0,7.0,2.0
1111110011101101,218.0,79.0,15.0,122.0,75.0,142.0,120.0,33.0
1111100001010011,218.0,95.0,142.0,230.0,364.0,191.0,71.0,218.0
1111000011001000,218.0,110.0,25.0,184.0,44.0,177.0,98.0,9.0
1110111001000111,218.0,63.0,26.0,115.0,114.0,99.0,72.0,96.0
1110010010000110,218.0,196.0,78.0,288.0,290.0,326.0,270.0,122.0
1110001001001011,218.0,192.0,62.0,364.0,227.0,292.0,201.0,68.0
1110000110100011,218.0,22.0,57.0,79.0,60.0,77.0,26.0,93.0
1101110000100111,218.0,17.0,43.0,106.0,77.0,98.0,62.0,145.0
1101101110011100,218.0,67.0,51.0,277.0,204.0,198.0,109.0,112.0
1101101100010100,218.0,116.0,23.0,141.0,106.0,254.0,149.0,173.0
1101100111011101,218.0,40.0,121.0,46.0,121.0,78.0,66.0,139.0
1101100001100000,218.0,266.0,14.0,104.0,339.0,438.0,195.0,106.0
1101010001001101,218.0,112.0,38.0,167.0,374.0,342.0,238.0,426.0
1100101111101111,218.0,134.0,24.0,310.0,157.0,198.0,154.0,50.0
1100011010001001,218.0,100.0,125.0,162.0,243.0,361.0,116.0,211.0
1100010110001101,218.0,197.0,33.0,252.0,203.0,187.0,94.0,430.0
1011111001111100,218.0,15.0,8.0,100.0,65.0,192.0,156.0,168.0
1011010000001000,218.0,70.0,11.0,107.0,67.0,139.0,62.0,50.0
1010001100010001,218.0,226.0,105.0,38.0,86.0,230.0,78.0,67.0
1001011000010111,218.0,53.0,77.0,79.0,75.0,85.0,62.0,156.0
1000011111010011,218.0,53.0,48.0,121.0,161.0,116.0,164.0,123.0
0110111000101001,218.0,91.0,12.0,30.0,26.0,24.0,33.0,55.0
0110011011101001,218.0,26.0,6.0,57.0,29.0,119.0,67.0,8.0
0110010001110100,218.0,49.0,33.0,68.0,132.0,317.0,215.0,68.0
0101111010000011,218.0,30.0,21.0,145.0,132.0,65.0,66.0,102.0
0011011101011001,218.0,17.0,2.0,52.0,47.0,66.0,21.0,86.0
0011011000110011,218.0,35.0,5.0,21.0,74.0,16.0,14.0,64.0
0011001011010001,218.0,61.0,13.0,17.0,41.0,50.0,10.0,24.0
0000111010001101,218.0,28.0,10.0,40.0,55.0,29.0,15.0,44.0
1111101101000100,217.0,177.0,28.0,254.0,247.0,151.0,138.0,84.0
1111101000101101,217.0,62.0,142.0,343.0,232.0,104.0,111.0,239.0
1111101000010000,217.0,43.0,13.0,84.0,105.0,122.0,95.0,150.0
1111011011001110,217.0,123.0,13.0,420.0,107.0,190.0,271.0,13.0
1111010100001010,217.0,182.0,63.0,388.0,368.0,319.0,467.0,313.0
1111001111000011,217.0,78.0,92.0,271.0,260.0,301.0,131.0,22.0
1110011110011101,217.0,30.0,19.0,105.0,118.0,208.0,107.0,175.0
1101101111110101,217.0,58.0,13.0,76.0,72.0,62.0,64.0,60.0
1101101101110001,217.0,109.0,42.0,332.0,235.0,225.0,122.0,187.0
1101011111101100,217.0,182.0,44.0,179.0,155.0,342.0,165.0,50.0
1101011110101101,217.0,75.0,39.0,416.0,259.0,268.0,111.0,360.0
1100101101111000,217.0,157.0,13.0,421.0,276.0,502.0,429.0,230.0
1100101101110111,217.0,104.0,43.0,117.0,219.0,104.0,219.0,97.0
1100101000111011,217.0,145.0,30.0,391.0,239.0,319.0,108.0,217.0
1100010010110000,217.0,75.0,96.0,71.0,84.0,114.0,122.0,59.0
1100010001011110,217.0,137.0,190.0,224.0,285.0,365.0,345.0,296.0
1100010000110110,217.0,170.0,24.0,270.0,244.0,309.0,236.0,200.0
1100000010101110,217.0,67.0,13.0,21.0,20.0,20.0,30.0,13.0
1011000000100011,217.0,71.0,36.0,207.0,348.0,227.0,163.0,388.0
1010110010110011,217.0,30.0,28.0,28.0,76.0,42.0,45.0,47.0
1010010101110011,217.0,92.0,45.0,116.0,278.0,292.0,230.0,213.0
1001001010010000,217.0,116.0,23.0,62.0,176.0,162.0,138.0,54.0
1001000001011010,217.0,56.0,103.0,136.0,133.0,180.0,148.0,59.0
1000111110011101,217.0,64.0,71.0,92.0,161.0,112.0,65.0,263.0
1000111010010011,217.0,76.0,36.0,90.0,200.0,95.0,69.0,105.0
1000110000010010,217.0,20.0,6.0,87.0,48.0,95.0,49.0,106.0
1000101101010011,217.0,117.0,31.0,88.0,130.0,79.0,52.0,88.0
1000101101000101,217.0,210.0,28.0,38.0,79.0,156.0,66.0,31.0
0110100101100110,217.0,18.0,12.0,5.0,7.0,10.0,4.0,3.0
0110100100001100,217.0,22.0,20.0,3.0,7.0,10.0,5.0,7.0
0110010001011101,217.0,79.0,22.0,166.0,245.0,75.0,74.0,159.0
0101010111101001,217.0,34.0,14.0,47.0,105.0,113.0,94.0,76.0
0100010000001011,217.0,155.0,58.0,220.0,204.0,279.0,158.0,225.0
0011100000110110,217.0,22.0,4.0,53.0,11.0,52.0,50.0,88.0
1111101110011100,216.0,37.0,23.0,324.0,230.0,171.0,208.0,227.0
1111101000000111,216.0,59.0,34.0,209.0,225.0,96.0,154.0,270.0
1111011001011100,216.0,46.0,43.0,108.0,91.0,161.0,148.0,107.0
1111010110100011,216.0,44.0,35.0,305.0,153.0,115.0,78.0,158.0
1111001100101001,216.0,65.0,56.0,83.0,147.0,143.0,76.0,154.0
1111000101011001,216.0,105.0,172.0,152.0,248.0,137.0,86.0,236.0
1110111101101010,216.0,108.0,44.0,250.0,212.0,333.0,154.0,38.0
1110010011001001,216.0,223.0,113.0,158.0,311.0,390.0,251.0,37.0
1110001000011110,216.0,141.0,141.0,410.0,461.0,336.0,507.0,323.0
1101111011011100,216.0,109.0,19.0,194.0,277.0,384.0,158.0,113.0
1101100100100111,216.0,47.0,17.0,133.0,195.0,103.0,77.0,225.0
1101010100011110,216.0,227.0,85.0,106.0,65.0,143.0,74.0,111.0
1101001100100101,216.0,31.0,52.0,57.0,110.0,186.0,62.0,105.0
1101000110011100,216.0,46.0,80.0,128.0,165.0,255.0,102.0,116.0
1101000010011010,216.0,190.0,30.0,150.0,330.0,402.0,240.0,198.0
1001100010000110,216.0,31.0,24.0,61.0,174.0,73.0,81.0,77.0
1001001001000001,216.0,118.0,20.0,107.0,273.0,273.0,257.0,66.0
1000111100101001,216.0,34.0,132.0,85.0,72.0,59.0,56.0,46.0
1000010100111111,216.0,47.0,16.0,236.0,219.0,65.0,116.0,275.0
1000001010010110,216.0,50.0,15.0,130.0,92.0,179.0,119.0,49.0
0101101011111111,216.0,32.0,15.0,264.0,149.0,151.0,93.0,159.0
0101000101101000,216.0,111.0,15.0,140.0,207.0,494.0,98.0,31.0
0101000101100001,216.0,114.0,46.0,215.0,147.0,169.0,160.0,105.0
0100011000011000,216.0,15.0,11.0,19.0,40.0,61.0,74.0,66.0
0100010111101011,216.0,136.0,22.0,320.0,141.0,401.0,235.0,61.0
1111110101001111,215.0,69.0,24.0,95.0,91.0,156.0,57.0,134.0
1111100001011111,215.0,17.0,17.0,70.0,65.0,81.0,27.0,136.0
1111010001001010,215.0,76.0,21.0,110.0,159.0,272.0,187.0,17.0
1110101010011010,215.0,137.0,83.0,323.0,227.0,495.0,289.0,178.0
1110010001000100,215.0,144.0,86.0,160.0,163.0,411.0,199.0,59.0
1110001010001101,215.0,58.0,22.0,126.0,215.0,118.0,126.0,307.0
1101110111110011,215.0,265.0,46.0,326.0,96.0,298.0,156.0,64.0
1101110101011101,215.0,15.0,11.0,198.0,96.0,40.0,123.0,163.0
1101100100101100,215.0,60.0,19.0,157.0,104.0,250.0,86.0,150.0
1101011101100111,215.0,116.0,67.0,310.0,447.0,286.0,214.0,219.0
1101000000101010,215.0,108.0,20.0,292.0,231.0,218.0,140.0,45.0
1100110011000001,215.0,114.0,75.0,229.0,211.0,100.0,253.0,6.0
1100110001010011,215.0,32.0,8.0,155.0,112.0,124.0,49.0,133.0
1100011001001100,215.0,151.0,22.0,278.0,396.0,471.0,424.0,103.0
1100010010001111,215.0,132.0,77.0,340.0,270.0,266.0,335.0,427.0
1100010001111110,215.0,112.0,23.0,352.0,354.0,407.0,290.0,355.0
1011101111100011,215.0,87.0,54.0,157.0,110.0,230.0,198.0,76.0
1010001100011111,215.0,8.0,12.0,91.0,59.0,23.0,78.0,75.0
1001101000101000,215.0,61.0,14.0,78.0,224.0,196.0,174.0,164.0
1001100101000011,215.0,56.0,17.0,83.0,264.0,194.0,107.0,23.0
1001010001100111,215.0,40.0,78.0,154.0,89.0,197.0,133.0,121.0
1001000111110010,215.0,50.0,26.0,166.0,106.0,138.0,141.0,35.0
1000110001101010,215.0,73.0,15.0,104.0,46.0,46.0,67.0,15.0
0111111011001101,215.0,83.0,25.0,42.0,137.0,69.0,83.0,113.0
0111110101011101,215.0,27.0,22.0,69.0,60.0,49.0,39.0,277.0
0110110100000010,215.0,17.0,11.0,74.0,92.0,53.0,47.0,22.0
0110010101001100,215.0,59.0,26.0,167.0,158.0,233.0,275.0,104.0
0101010010010010,215.0,79.0,50.0,102.0,178.0,107.0,56.0,122.0
0010111111011011,215.0,16.0,8.0,50.0,37.0,65.0,35.0,22.0
0000010010100011,215.0,101.0,49.0,95.0,161.0,127.0,62.0,114.0
1111110101010110,214.0,29.0,23.0,95.0,182.0,181.0,93.0,125.0
1111110001101011,214.0,73.0,39.0,230.0,174.0,208.0,145.0,195.0
1111110000011011,214.0,95.0,70.0,102.0,241.0,171.0,89.0,362.0
1111010110101111,214.0,21.0,49.0,315.0,175.0,180.0,77.0,339.0
1111001101101010,214.0,63.0,64.0,229.0,109.0,187.0,220.0,22.0
1111001101010101,214.0,26.0,16.0,71.0,171.0,168.0,161.0,202.0
1110110010000011,214.0,46.0,36.0,56.0,160.0,161.0,50.0,45.0
1110010110000110,214.0,103.0,62.0,180.0,196.0,251.0,143.0,104.0
1110010101100101,214.0,80.0,106.0,231.0,158.0,246.0,316.0,109.0
1110010010011100,214.0,131.0,93.0,210.0,199.0,274.0,187.0,328.0
1110001111011001,214.0,52.0,57.0,278.0,162.0,88.0,136.0,131.0
1101010110111111,214.0,68.0,25.0,122.0,184.0,153.0,50.0,278.0
1100011001111010,214.0,69.0,27.0,175.0,239.0,294.0,199.0,150.0
1011011110011011,214.0,72.0,23.0,133.0,268.0,188.0,164.0,205.0
1011011100101000,214.0,36.0,25.0,44.0,54.0,100.0,77.0,28.0
1001010110110111,214.0,28.0,26.0,98.0,52.0,50.0,37.0,124.0
1000010110010001,214.0,157.0,68.0,193.0,205.0,251.0,119.0,352.0
0111011100100111,214.0,23.0,6.0,153.0,115.0,63.0,50.0,145.0
0111000100011010,214.0,54.0,23.0,90.0,107.0,98.0,112.0,206.0
0110010110011010,214.0,104.0,22.0,345.0,170.0,171.0,178.0,306.0
0101101010100001,214.0,83.0,13.0,54.0,71.0,64.0,47.0,128.0
0101101001011100,214.0,22.0,8.0,53.0,59.0,67.0,56.0,63.0
0100010001010011,214.0,102.0,27.0,99.0,159.0,146.0,127.0,165.0
0011101100101000,214.0,44.0,23.0,73.0,113.0,52.0,35.0,60.0
1111110110101001,213.0,64.0,23.0,288.0,151.0,245.0,92.0,276.0
1111101100001101,213.0,50.0,26.0,167.0,200.0,104.0,144.0,177.0
1111011111010100,213.0,76.0,16.0,43.0,89.0,162.0,49.0,27.0
1110000100110110,213.0,1.0,6.0,5.0,62.0,32.0,8.0,7.0
1101101011111110,213.0,28.0,10.0,57.0,113.0,141.0,239.0,54.0
1101011100101000,213.0,96.0,23.0,59.0,79.0,196.0,126.0,33.0
1101000101111101,213.0,107.0,81.0,113.0,258.0,132.0,115.0,295.0
1100011011111011,213.0,125.0,94.0,295.0,72.0,384.0,315.0,158.0
1011011111111010,213.0,176.0,56.0,281.0,211.0,181.0,143.0,184.0
1011001001100101,213.0,59.0,81.0,70.0,79.0,175.0,77.0,164.0
1010011111101000,213.0,27.0,3.0,50.0,48.0,161.0,94.0,4.0
1001111011101100,213.0,31.0,28.0,60.0,144.0,134.0,140.0,31.0
1000011111111011,213.0,51.0,83.0,96.0,147.0,111.0,61.0,39.0
1000010110110011,213.0,82.0,22.0,127.0,199.0,281.0,148.0,167.0
1000010001111111,213.0,83.0,29.0,179.0,300.0,283.0,222.0,428.0
1000010000001011,213.0,240.0,140.0,273.0,477.0,375.0,309.0,274.0
0110111010011110,213.0,15.0,24.0,54.0,103.0,45.0,37.0,32.0
0110010101100010,213.0,137.0,20.0,368.0,99.0,241.0,177.0,36.0
0110010100011011,213.0,68.0,116.0,88.0,120.0,82.0,93.0,328.0
0101110111111001,213.0,21.0,6.0,24.0,26.0,52.0,44.0,70.0
0101100111011001,213.0,36.0,15.0,97.0,108.0,117.0,88.0,75.0
0101000001111111,213.0,20.0,15.0,52.0,99.0,82.0,27.0,177.0
0101000000011010,213.0,108.0,15.0,114.0,250.0,150.0,143.0,124.0
