variant,counts_9114_b_F_5,counts_9114_b_F_4,counts_9114_b_F_6,counts_9114_b_F_7,counts_9114_b_F_3,counts_9114_b_F_2,counts_9114_b_F_1,counts_9114_b_F_8
1001101010011000,158.0,230.0,137.0,154.0,72.0,18.0,100.0,136.0
1001011111100000,158.0,397.0,136.0,70.0,173.0,48.0,113.0,13.0
1001010100110001,158.0,29.0,24.0,104.0,33.0,7.0,11.0,102.0
1001000001001111,158.0,107.0,220.0,206.0,62.0,43.0,18.0,158.0
1000101111010011,158.0,222.0,222.0,155.0,84.0,13.0,19.0,28.0
1000101011100111,158.0,114.0,56.0,49.0,52.0,15.0,24.0,4.0
1000101001001011,158.0,237.0,212.0,317.0,160.0,47.0,74.0,90.0
1000011101111001,158.0,211.0,167.0,100.0,151.0,19.0,95.0,51.0
1000011000100010,158.0,143.0,44.0,141.0,85.0,60.0,33.0,22.0
1000010101010001,158.0,212.0,102.0,172.0,77.0,26.0,60.0,169.0
1000010010101101,158.0,166.0,202.0,323.0,97.0,42.0,108.0,342.0
1000010000110010,158.0,368.0,302.0,422.0,132.0,89.0,217.0,189.0
1000001111111011,158.0,197.0,200.0,131.0,99.0,78.0,8.0,18.0
0111111101001011,158.0,78.0,142.0,158.0,173.0,0.0,8.0,68.0
0111101011000110,158.0,414.0,239.0,40.0,65.0,2.0,12.0,3.0
0111011010000011,158.0,147.0,107.0,140.0,76.0,8.0,15.0,184.0
0111010001001000,158.0,112.0,130.0,149.0,118.0,25.0,12.0,50.0
0111001101100000,158.0,84.0,55.0,13.0,47.0,4.0,61.0,10.0
0111000101101010,158.0,215.0,102.0,201.0,209.0,6.0,75.0,17.0
0110111111100010,158.0,168.0,42.0,29.0,134.0,21.0,10.0,1.0
0110111001100000,158.0,140.0,89.0,86.0,63.0,43.0,9.0,5.0
0110101010010110,158.0,113.0,31.0,118.0,38.0,50.0,33.0,75.0
0110010011101001,158.0,124.0,31.0,71.0,64.0,12.0,31.0,12.0
0110010000100110,158.0,75.0,105.0,224.0,33.0,10.0,22.0,102.0
0101110011110110,158.0,83.0,72.0,72.0,76.0,10.0,6.0,31.0
0101101111101000,158.0,197.0,181.0,43.0,160.0,5.0,14.0,3.0
0101100111000000,158.0,79.0,80.0,14.0,63.0,13.0,10.0,4.0
0101100011111001,158.0,81.0,79.0,148.0,89.0,16.0,14.0,29.0
0101010111011101,158.0,76.0,77.0,181.0,46.0,49.0,71.0,213.0
0101010100000101,158.0,46.0,135.0,101.0,20.0,7.0,26.0,136.0
0101000100001000,158.0,161.0,82.0,50.0,130.0,6.0,50.0,87.0
0100111001011100,158.0,115.0,123.0,152.0,63.0,31.0,41.0,26.0
0100110111010001,158.0,105.0,58.0,187.0,37.0,2.0,23.0,51.0
0100101001100001,158.0,76.0,81.0,33.0,54.0,60.0,37.0,9.0
0100011001100001,158.0,220.0,122.0,86.0,106.0,64.0,39.0,33.0
0100010110011100,158.0,84.0,105.0,235.0,66.0,14.0,98.0,142.0
0100010011101101,158.0,355.0,187.0,114.0,75.0,64.0,81.0,46.0
0100010001101101,158.0,195.0,198.0,244.0,179.0,82.0,93.0,181.0
0100001011110010,158.0,86.0,23.0,17.0,45.0,4.0,20.0,3.0
0011101000011001,158.0,85.0,204.0,242.0,64.0,16.0,62.0,449.0
0011011111100011,158.0,85.0,211.0,143.0,46.0,3.0,13.0,46.0
0011000010001100,158.0,114.0,153.0,367.0,116.0,33.0,78.0,315.0
0010010011001010,158.0,186.0,88.0,49.0,83.0,16.0,12.0,8.0
0010010000000000,158.0,79.0,78.0,118.0,68.0,5.0,73.0,15.0
0001011000000010,158.0,100.0,187.0,144.0,58.0,19.0,41.0,68.0
0001001001100001,158.0,129.0,225.0,179.0,76.0,9.0,40.0,75.0
1111111101001100,157.0,206.0,145.0,228.0,68.0,7.0,48.0,44.0
1111111100110101,157.0,219.0,97.0,209.0,101.0,25.0,46.0,142.0
1111110101111100,157.0,69.0,88.0,85.0,34.0,13.0,46.0,95.0
1111110011010011,157.0,256.0,30.0,100.0,165.0,36.0,175.0,90.0
1111101101010101,157.0,131.0,45.0,171.0,90.0,32.0,51.0,269.0
1111101100000101,157.0,142.0,203.0,126.0,71.0,33.0,31.0,326.0
1111101011001111,157.0,142.0,78.0,302.0,129.0,17.0,42.0,29.0
1111101000101011,157.0,258.0,359.0,207.0,92.0,71.0,48.0,409.0
1111100000111010,157.0,161.0,89.0,100.0,70.0,8.0,6.0,56.0
1111011111000101,157.0,147.0,77.0,99.0,55.0,50.0,94.0,64.0
1111011100001010,157.0,205.0,40.0,52.0,105.0,138.0,48.0,116.0
1111011011111001,157.0,253.0,95.0,182.0,188.0,98.0,134.0,154.0
1111011011011110,157.0,102.0,81.0,161.0,37.0,152.0,14.0,52.0
1111010111001111,157.0,104.0,121.0,110.0,90.0,44.0,19.0,69.0
1111010110101001,157.0,105.0,90.0,220.0,109.0,37.0,63.0,139.0
1111010110100011,157.0,192.0,288.0,125.0,148.0,75.0,74.0,192.0
1111010101011011,157.0,155.0,166.0,130.0,125.0,33.0,75.0,353.0
1111010101000010,157.0,218.0,376.0,105.0,93.0,64.0,50.0,16.0
1111010100011011,157.0,159.0,54.0,198.0,140.0,152.0,173.0,318.0
1111010010001110,157.0,119.0,55.0,103.0,58.0,56.0,27.0,27.0
1111010000100010,157.0,295.0,224.0,183.0,241.0,36.0,35.0,89.0
1111001110111011,157.0,164.0,117.0,109.0,141.0,42.0,122.0,151.0
1111001011000100,157.0,84.0,67.0,165.0,59.0,277.0,18.0,65.0
1111001001010011,157.0,174.0,94.0,319.0,46.0,158.0,22.0,263.0
1111001001010001,157.0,93.0,21.0,64.0,34.0,26.0,106.0,213.0
1111001000101001,157.0,47.0,51.0,62.0,114.0,70.0,16.0,161.0
1111001000100010,157.0,123.0,171.0,73.0,127.0,19.0,44.0,65.0
1111000011101000,157.0,208.0,84.0,97.0,86.0,17.0,32.0,18.0
1110110111101000,157.0,129.0,14.0,59.0,43.0,11.0,12.0,4.0
1110110101111010,157.0,127.0,69.0,80.0,82.0,21.0,26.0,113.0
1110110100111000,157.0,117.0,85.0,125.0,114.0,30.0,55.0,83.0
1110101100111100,157.0,86.0,75.0,80.0,76.0,58.0,88.0,231.0
1110101010000101,157.0,195.0,173.0,101.0,35.0,71.0,81.0,193.0
1110101001000000,157.0,306.0,116.0,204.0,115.0,72.0,48.0,51.0
1110011110100100,157.0,125.0,149.0,160.0,42.0,68.0,32.0,128.0
1110011110011011,157.0,144.0,74.0,106.0,79.0,71.0,47.0,217.0
1110011101010011,157.0,114.0,96.0,137.0,89.0,53.0,54.0,144.0
1110011101001111,157.0,74.0,87.0,190.0,72.0,10.0,29.0,282.0
1110011011001101,157.0,182.0,288.0,150.0,90.0,20.0,67.0,60.0
1110010001110110,157.0,360.0,93.0,269.0,117.0,131.0,43.0,157.0
1110001111011100,157.0,146.0,150.0,77.0,68.0,15.0,76.0,72.0
1110001101111010,157.0,86.0,125.0,155.0,46.0,18.0,16.0,45.0
1110001000001010,157.0,196.0,73.0,163.0,109.0,62.0,41.0,37.0
1101110111111101,157.0,91.0,127.0,70.0,57.0,7.0,40.0,171.0
1101110110100110,157.0,70.0,23.0,42.0,116.0,7.0,8.0,50.0
1101110010100110,157.0,106.0,132.0,106.0,51.0,27.0,24.0,66.0
1101101110001010,157.0,272.0,137.0,347.0,83.0,95.0,59.0,113.0
1101100011000001,157.0,300.0,24.0,90.0,119.0,81.0,21.0,98.0
1101100000001010,157.0,277.0,191.0,111.0,66.0,34.0,55.0,33.0
1101011011101100,157.0,200.0,54.0,38.0,55.0,58.0,49.0,28.0
1101011001110000,157.0,253.0,129.0,96.0,54.0,32.0,95.0,31.0
1101010000100111,157.0,67.0,76.0,164.0,57.0,46.0,80.0,320.0
1101001111001000,157.0,121.0,118.0,72.0,98.0,50.0,61.0,13.0
1101001011011110,157.0,134.0,93.0,206.0,57.0,18.0,7.0,44.0
1101001010110010,157.0,206.0,245.0,299.0,99.0,10.0,17.0,96.0
1101001010010010,157.0,259.0,100.0,299.0,39.0,23.0,152.0,45.0
1101001000010011,157.0,177.0,89.0,123.0,132.0,162.0,175.0,267.0
1101000010100000,157.0,94.0,66.0,94.0,87.0,23.0,47.0,76.0
1101000000101000,157.0,240.0,142.0,112.0,103.0,30.0,36.0,46.0
1101000000001101,157.0,75.0,71.0,122.0,122.0,79.0,76.0,359.0
1100111100010000,157.0,125.0,126.0,119.0,72.0,98.0,63.0,26.0
1100110111101100,157.0,149.0,87.0,128.0,36.0,36.0,40.0,31.0
1100101110110010,157.0,133.0,145.0,78.0,98.0,17.0,80.0,55.0
1100101110101111,157.0,105.0,197.0,183.0,90.0,10.0,16.0,236.0
1100101110100100,157.0,166.0,58.0,191.0,61.0,10.0,13.0,48.0
1100101000011100,157.0,118.0,62.0,100.0,103.0,18.0,29.0,78.0
1100011010000000,157.0,106.0,150.0,69.0,81.0,121.0,64.0,44.0
1100011000101111,157.0,200.0,193.0,162.0,108.0,68.0,39.0,160.0
1100010100011110,157.0,218.0,173.0,231.0,127.0,36.0,82.0,273.0
1100001101010000,157.0,152.0,46.0,29.0,73.0,24.0,13.0,59.0
1100000001110110,157.0,82.0,19.0,44.0,13.0,4.0,0.0,43.0
1011111101010011,157.0,184.0,132.0,287.0,229.0,28.0,119.0,153.0
1011111011001010,157.0,228.0,29.0,57.0,45.0,5.0,10.0,25.0
1011111010011010,157.0,101.0,93.0,78.0,27.0,9.0,20.0,34.0
1011110001110010,157.0,100.0,172.0,41.0,147.0,8.0,18.0,59.0
1011101110100010,157.0,134.0,132.0,280.0,110.0,13.0,13.0,80.0
1011101010000100,157.0,118.0,37.0,41.0,81.0,71.0,18.0,56.0
1011100111101110,157.0,111.0,52.0,123.0,69.0,22.0,43.0,28.0
1011100110000000,157.0,54.0,140.0,104.0,51.0,18.0,18.0,53.0
1011100100111101,157.0,61.0,22.0,115.0,21.0,64.0,10.0,294.0
1011100011101000,157.0,132.0,101.0,106.0,43.0,11.0,68.0,24.0
1011011110011011,157.0,156.0,141.0,97.0,102.0,17.0,165.0,195.0
1011011011001111,157.0,78.0,137.0,115.0,59.0,12.0,22.0,51.0
1011010011000111,157.0,251.0,119.0,279.0,20.0,89.0,10.0,187.0
1011010000011011,157.0,67.0,110.0,89.0,84.0,69.0,57.0,206.0
1011001101111001,157.0,112.0,127.0,100.0,68.0,40.0,31.0,183.0
1011000111110010,157.0,156.0,189.0,88.0,222.0,32.0,31.0,65.0
1010111011001111,157.0,133.0,108.0,72.0,76.0,5.0,17.0,106.0
1010101011101011,157.0,165.0,41.0,126.0,74.0,16.0,55.0,0.0
1010011101101010,157.0,147.0,236.0,66.0,159.0,10.0,27.0,8.0
1010011011101010,157.0,258.0,59.0,35.0,68.0,52.0,15.0,3.0
1010010101110111,157.0,208.0,92.0,167.0,59.0,52.0,27.0,197.0
1010010100110011,157.0,157.0,162.0,217.0,129.0,36.0,111.0,425.0
1010010010100100,157.0,259.0,383.0,157.0,255.0,27.0,64.0,189.0
1010001010000010,157.0,99.0,107.0,95.0,58.0,117.0,25.0,10.0
1010001000000000,157.0,83.0,80.0,118.0,100.0,10.0,25.0,46.0
1001111101000011,157.0,80.0,195.0,106.0,50.0,14.0,17.0,33.0
1001111000100010,157.0,56.0,29.0,124.0,54.0,8.0,30.0,89.0
1001101111100100,157.0,104.0,154.0,122.0,44.0,31.0,17.0,4.0
1001101011001010,157.0,246.0,92.0,104.0,162.0,14.0,38.0,10.0
1001011010101101,157.0,122.0,178.0,230.0,38.0,9.0,28.0,308.0
1001011010100110,157.0,108.0,155.0,146.0,65.0,37.0,74.0,93.0
1001010111010011,157.0,258.0,133.0,282.0,160.0,76.0,56.0,146.0
1001001100101010,157.0,116.0,83.0,99.0,81.0,3.0,52.0,32.0
1001000110100011,157.0,146.0,233.0,275.0,74.0,16.0,16.0,196.0
1001000011101101,157.0,121.0,129.0,188.0,80.0,91.0,81.0,85.0
1001000010101101,157.0,77.0,91.0,174.0,53.0,4.0,31.0,186.0
1000101111101010,157.0,166.0,73.0,18.0,210.0,4.0,11.0,0.0
1000101101110100,157.0,114.0,126.0,80.0,124.0,16.0,42.0,27.0
1000101100000011,157.0,69.0,115.0,165.0,57.0,16.0,27.0,102.0
1000010110101100,157.0,68.0,182.0,155.0,90.0,81.0,27.0,268.0
1000010101011100,157.0,322.0,191.0,370.0,69.0,15.0,89.0,222.0
1000010100100101,157.0,225.0,178.0,164.0,157.0,104.0,77.0,95.0
1000001101011010,157.0,138.0,149.0,171.0,152.0,18.0,23.0,94.0
1000001011011000,157.0,152.0,24.0,111.0,60.0,39.0,38.0,4.0
1000001000110011,157.0,145.0,130.0,118.0,67.0,10.0,55.0,79.0
0111111101011010,157.0,213.0,218.0,62.0,69.0,15.0,20.0,38.0
0111110100100010,157.0,42.0,32.0,34.0,76.0,3.0,9.0,26.0
0111100111101011,157.0,159.0,97.0,92.0,89.0,26.0,9.0,21.0
0111100011000110,157.0,133.0,90.0,33.0,46.0,5.0,40.0,8.0
0111011101000110,157.0,115.0,54.0,31.0,25.0,10.0,10.0,53.0
0111010001110000,157.0,225.0,42.0,100.0,65.0,17.0,153.0,182.0
0111001111110010,157.0,90.0,149.0,65.0,44.0,7.0,3.0,18.0
0111000100010010,157.0,136.0,89.0,80.0,46.0,8.0,44.0,218.0
0111000011111011,157.0,201.0,148.0,116.0,64.0,19.0,14.0,141.0
0110101111010011,157.0,97.0,167.0,196.0,141.0,78.0,41.0,28.0
0110101001000110,157.0,163.0,39.0,132.0,55.0,7.0,9.0,7.0
0110010111011000,157.0,143.0,96.0,182.0,66.0,17.0,48.0,54.0
0110010111010110,157.0,227.0,207.0,142.0,133.0,17.0,17.0,18.0
0110010011101101,157.0,235.0,221.0,202.0,100.0,27.0,115.0,86.0
0110010010010111,157.0,95.0,127.0,342.0,58.0,58.0,54.0,282.0
0110010010010110,157.0,73.0,51.0,74.0,55.0,19.0,29.0,102.0
0110010001101000,157.0,133.0,132.0,59.0,56.0,18.0,25.0,31.0
0110010000100010,157.0,150.0,294.0,96.0,49.0,16.0,33.0,137.0
0110001100010000,157.0,133.0,101.0,203.0,53.0,17.0,62.0,214.0
0101111110100010,157.0,59.0,123.0,68.0,43.0,4.0,18.0,12.0
0101100110101000,157.0,37.0,61.0,96.0,19.0,24.0,1.0,25.0
0101011011011000,157.0,58.0,52.0,70.0,28.0,20.0,45.0,8.0
0101011001101010,157.0,232.0,180.0,144.0,77.0,40.0,45.0,10.0
0101010000100010,157.0,100.0,74.0,65.0,39.0,43.0,8.0,36.0
0101000110100011,157.0,150.0,109.0,159.0,167.0,77.0,53.0,181.0
0101000001001000,157.0,101.0,57.0,24.0,72.0,6.0,83.0,8.0
0100111010010011,157.0,65.0,87.0,86.0,157.0,13.0,44.0,99.0
0100101011001011,157.0,237.0,332.0,39.0,278.0,16.0,12.0,10.0
0100101010011011,157.0,114.0,257.0,281.0,44.0,10.0,32.0,135.0
0100101001101001,157.0,149.0,55.0,97.0,32.0,16.0,31.0,14.0
0100011101000001,157.0,91.0,75.0,70.0,114.0,13.0,17.0,42.0
0100010100000101,157.0,147.0,52.0,130.0,40.0,47.0,31.0,126.0
0100010000010110,157.0,136.0,79.0,100.0,53.0,11.0,31.0,122.0
0100001011111011,157.0,161.0,189.0,116.0,55.0,2.0,15.0,67.0
0011000110011010,157.0,126.0,99.0,171.0,30.0,17.0,26.0,168.0
0010010111110010,157.0,186.0,159.0,86.0,144.0,2.0,24.0,9.0
0010010101000011,157.0,143.0,245.0,102.0,100.0,15.0,40.0,82.0
0000010101100010,157.0,159.0,264.0,86.0,133.0,17.0,16.0,4.0
0000010000001101,157.0,109.0,230.0,374.0,33.0,19.0,44.0,251.0
1111111100100101,156.0,138.0,33.0,181.0,46.0,16.0,43.0,166.0
1111101001111010,156.0,251.0,305.0,379.0,158.0,94.0,59.0,107.0
1111101001100100,156.0,163.0,237.0,65.0,87.0,59.0,179.0,44.0
1111101000111001,156.0,204.0,38.0,242.0,89.0,11.0,34.0,128.0
1111100101110101,156.0,232.0,100.0,144.0,86.0,11.0,31.0,115.0
1111100010100010,156.0,133.0,74.0,229.0,82.0,51.0,32.0,96.0
1111011110110101,156.0,328.0,105.0,174.0,78.0,62.0,54.0,352.0
1111011101001100,156.0,213.0,107.0,162.0,63.0,54.0,30.0,259.0
1111011010111011,156.0,168.0,91.0,230.0,151.0,132.0,77.0,272.0
1111011000000100,156.0,125.0,62.0,125.0,87.0,25.0,55.0,154.0
1111010100111100,156.0,113.0,102.0,86.0,123.0,14.0,43.0,161.0
1111010100100001,156.0,207.0,101.0,164.0,142.0,75.0,117.0,353.0
1111010100010001,156.0,170.0,96.0,197.0,294.0,321.0,215.0,171.0
1111010001001111,156.0,112.0,89.0,182.0,87.0,33.0,20.0,204.0
1111001000001001,156.0,212.0,85.0,158.0,87.0,88.0,86.0,280.0
1111000110111011,156.0,158.0,89.0,233.0,141.0,51.0,13.0,229.0
1111000110011010,156.0,281.0,145.0,133.0,112.0,78.0,142.0,123.0
1110111111011111,156.0,47.0,50.0,116.0,91.0,67.0,21.0,62.0
1110111101101011,156.0,157.0,72.0,59.0,175.0,28.0,27.0,132.0
1110111001101000,156.0,252.0,125.0,182.0,115.0,146.0,144.0,103.0
1110110001110001,156.0,98.0,127.0,74.0,55.0,88.0,14.0,126.0
1110101110011011,156.0,181.0,112.0,125.0,74.0,44.0,73.0,274.0
1110101110000001,156.0,91.0,110.0,93.0,25.0,74.0,22.0,33.0
1110101101000111,156.0,88.0,116.0,93.0,71.0,57.0,37.0,164.0
1110101011000010,156.0,368.0,76.0,23.0,324.0,33.0,34.0,22.0
1110101000011010,156.0,126.0,145.0,186.0,132.0,30.0,26.0,142.0
1110011110010000,156.0,122.0,60.0,65.0,78.0,54.0,25.0,62.0
1110011001111100,156.0,377.0,105.0,112.0,100.0,31.0,36.0,215.0
1110010010101110,156.0,158.0,193.0,137.0,82.0,18.0,96.0,255.0
1110010010010110,156.0,238.0,92.0,365.0,182.0,66.0,159.0,242.0
1110001111000011,156.0,243.0,201.0,175.0,220.0,21.0,125.0,34.0
1101110111101010,156.0,253.0,68.0,97.0,92.0,53.0,45.0,4.0
1101110001110011,156.0,175.0,194.0,315.0,102.0,51.0,19.0,226.0
1101101110010000,156.0,285.0,217.0,294.0,121.0,202.0,62.0,117.0
1101101000100001,156.0,280.0,147.0,256.0,98.0,16.0,49.0,277.0
1101100011101100,156.0,196.0,107.0,73.0,90.0,18.0,32.0,4.0
1101100011011100,156.0,242.0,108.0,295.0,66.0,14.0,34.0,87.0
1101100001101101,156.0,181.0,78.0,154.0,172.0,61.0,66.0,285.0
1101011101001001,156.0,307.0,88.0,324.0,152.0,29.0,120.0,280.0
1101011000011111,156.0,209.0,146.0,154.0,158.0,133.0,80.0,278.0
1101011000001000,156.0,459.0,110.0,130.0,81.0,89.0,201.0,17.0
1101001101010001,156.0,99.0,180.0,54.0,105.0,28.0,45.0,176.0
1101001100011101,156.0,219.0,192.0,438.0,302.0,91.0,59.0,621.0
1101001011100111,156.0,149.0,171.0,195.0,279.0,103.0,27.0,57.0
1101000100101010,156.0,335.0,240.0,177.0,96.0,36.0,84.0,49.0
1100111101001001,156.0,173.0,39.0,89.0,82.0,10.0,46.0,24.0
1100101111101101,156.0,202.0,88.0,85.0,108.0,55.0,135.0,69.0
1100101011101000,156.0,235.0,78.0,48.0,105.0,56.0,18.0,1.0
1100011110101100,156.0,140.0,112.0,162.0,69.0,16.0,104.0,129.0
1100011010010010,156.0,127.0,33.0,85.0,158.0,22.0,35.0,100.0
1100011001010011,156.0,252.0,69.0,143.0,80.0,19.0,37.0,70.0
1100010010011011,156.0,274.0,192.0,212.0,214.0,166.0,136.0,340.0
1100001101111111,156.0,95.0,61.0,47.0,140.0,8.0,26.0,96.0
1100001100100101,156.0,100.0,108.0,93.0,66.0,21.0,56.0,113.0
1100001001110010,156.0,266.0,300.0,119.0,134.0,18.0,30.0,30.0
1011111111101101,156.0,160.0,107.0,106.0,71.0,68.0,37.0,47.0
1011110000000101,156.0,167.0,76.0,80.0,41.0,35.0,45.0,189.0
1011100110101001,156.0,237.0,202.0,322.0,71.0,52.0,46.0,399.0
1011010101100100,156.0,152.0,85.0,46.0,56.0,15.0,16.0,118.0
1011010100101101,156.0,104.0,90.0,117.0,57.0,29.0,27.0,201.0
1011001011001101,156.0,98.0,83.0,112.0,63.0,38.0,68.0,153.0
1010110011111001,156.0,72.0,14.0,19.0,49.0,4.0,10.0,76.0
1010110001000011,156.0,113.0,111.0,53.0,16.0,15.0,6.0,55.0
1010101011110000,156.0,128.0,52.0,17.0,60.0,64.0,142.0,4.0
1010101001010010,156.0,146.0,79.0,149.0,56.0,9.0,27.0,28.0
1010010011010101,156.0,217.0,55.0,68.0,140.0,55.0,25.0,139.0
1010001101011011,156.0,124.0,141.0,209.0,274.0,9.0,37.0,48.0
1010001011010110,156.0,43.0,71.0,35.0,67.0,2.0,8.0,29.0
1001111101000001,156.0,81.0,185.0,109.0,142.0,5.0,22.0,28.0
1001110110110101,156.0,29.0,59.0,71.0,21.0,16.0,19.0,142.0
1001101111101111,156.0,152.0,316.0,166.0,84.0,17.0,22.0,18.0
1001101101100000,156.0,153.0,106.0,41.0,41.0,10.0,27.0,16.0
1001101101001001,156.0,169.0,98.0,104.0,47.0,24.0,70.0,39.0
1001100101101001,156.0,110.0,161.0,152.0,194.0,15.0,10.0,124.0
1001011101000111,156.0,64.0,50.0,47.0,33.0,3.0,19.0,15.0
1001010001101110,156.0,74.0,144.0,110.0,50.0,21.0,39.0,14.0
1001001000010010,156.0,135.0,177.0,237.0,32.0,51.0,130.0,150.0
1001000011010011,156.0,253.0,230.0,162.0,90.0,49.0,43.0,79.0
1001000001101000,156.0,216.0,126.0,196.0,47.0,78.0,27.0,87.0
1000111011001111,156.0,152.0,237.0,124.0,94.0,4.0,14.0,69.0
1000111001101010,156.0,211.0,55.0,58.0,42.0,11.0,11.0,7.0
1000101100011011,156.0,205.0,105.0,156.0,129.0,6.0,41.0,176.0
1000011100101001,156.0,98.0,155.0,268.0,45.0,6.0,71.0,154.0
1000011011001001,156.0,332.0,95.0,69.0,101.0,87.0,66.0,31.0
1000011010011100,156.0,94.0,72.0,64.0,55.0,66.0,25.0,158.0
1000010010101010,156.0,219.0,448.0,202.0,100.0,27.0,59.0,67.0
1000001100010000,156.0,179.0,78.0,188.0,88.0,37.0,70.0,112.0
0111101111001010,156.0,78.0,72.0,131.0,118.0,4.0,14.0,4.0
0111011101001011,156.0,99.0,140.0,115.0,57.0,6.0,11.0,98.0
0111010111110000,156.0,160.0,151.0,271.0,108.0,46.0,70.0,18.0
0111010110100010,156.0,78.0,53.0,181.0,55.0,5.0,27.0,31.0
0111010100000010,156.0,163.0,140.0,237.0,67.0,10.0,15.0,103.0
0111000011001000,156.0,190.0,178.0,98.0,60.0,25.0,12.0,33.0
0110111111000100,156.0,133.0,122.0,100.0,70.0,24.0,7.0,0.0
0110011111111110,156.0,75.0,38.0,103.0,12.0,1.0,33.0,61.0
0110011011101011,156.0,132.0,101.0,115.0,98.0,8.0,14.0,20.0
0101110111100011,156.0,81.0,90.0,75.0,52.0,5.0,7.0,15.0
0101110010010011,156.0,75.0,85.0,178.0,78.0,10.0,45.0,148.0
0101101011101010,156.0,111.0,137.0,19.0,112.0,9.0,11.0,3.0
0101101001111011,156.0,67.0,43.0,166.0,80.0,10.0,44.0,116.0
0101011100000010,156.0,161.0,138.0,72.0,97.0,26.0,36.0,60.0
0101011001100010,156.0,296.0,278.0,178.0,161.0,33.0,24.0,34.0
0101001010011000,156.0,111.0,136.0,131.0,69.0,25.0,21.0,180.0
0101000111100111,156.0,106.0,75.0,142.0,50.0,15.0,89.0,208.0
0101000110110010,156.0,137.0,118.0,164.0,39.0,19.0,87.0,32.0
0100111100001010,156.0,216.0,202.0,249.0,71.0,45.0,36.0,18.0
0100101100001000,156.0,88.0,109.0,64.0,74.0,42.0,24.0,37.0
0100011011000001,156.0,143.0,65.0,53.0,137.0,7.0,21.0,2.0
0100010110100100,156.0,84.0,67.0,85.0,25.0,23.0,20.0,18.0
0100010101001110,156.0,139.0,176.0,100.0,85.0,18.0,27.0,77.0
0100010101001001,156.0,306.0,198.0,152.0,150.0,21.0,60.0,40.0
0100010001100000,156.0,199.0,181.0,57.0,81.0,31.0,50.0,9.0
0011101001100110,156.0,108.0,77.0,215.0,32.0,13.0,16.0,24.0
0010010100000001,156.0,107.0,181.0,246.0,122.0,21.0,61.0,122.0
0000010001100010,156.0,264.0,172.0,44.0,182.0,14.0,38.0,4.0
1111111011011011,155.0,103.0,77.0,223.0,146.0,10.0,9.0,106.0
1111110011110010,155.0,234.0,91.0,119.0,164.0,19.0,38.0,67.0
1111101100111000,155.0,353.0,199.0,178.0,168.0,8.0,35.0,148.0
1111101011010101,155.0,119.0,42.0,172.0,59.0,42.0,23.0,246.0
1111101010100101,155.0,90.0,130.0,101.0,145.0,42.0,68.0,212.0
1111100111000111,155.0,262.0,100.0,212.0,111.0,150.0,10.0,192.0
1111100100110111,155.0,134.0,37.0,79.0,336.0,274.0,167.0,194.0
1111100100001110,155.0,111.0,50.0,82.0,187.0,10.0,17.0,54.0
1111100010000000,155.0,192.0,87.0,58.0,52.0,82.0,68.0,10.0
1111100000101100,155.0,188.0,54.0,93.0,105.0,45.0,71.0,106.0
1111100000001010,155.0,236.0,102.0,110.0,149.0,14.0,27.0,78.0
1111011011001100,155.0,250.0,344.0,93.0,241.0,116.0,29.0,44.0
1111011010101011,155.0,180.0,95.0,158.0,161.0,43.0,84.0,207.0
1111011010000011,155.0,274.0,117.0,307.0,93.0,31.0,44.0,191.0
1111011001010000,155.0,186.0,67.0,61.0,69.0,19.0,38.0,64.0
1111010111110100,155.0,127.0,101.0,73.0,96.0,28.0,22.0,114.0
1111010111011011,155.0,162.0,64.0,92.0,108.0,17.0,22.0,83.0
1111001100111010,155.0,108.0,95.0,123.0,81.0,25.0,41.0,33.0
1111001001001100,155.0,236.0,202.0,59.0,140.0,111.0,50.0,40.0
1111000111110100,155.0,121.0,87.0,34.0,42.0,91.0,28.0,59.0
1111000101101000,155.0,299.0,170.0,114.0,225.0,58.0,117.0,155.0
1111000011001010,155.0,137.0,81.0,190.0,92.0,112.0,28.0,6.0
1110111110011010,155.0,69.0,69.0,92.0,47.0,11.0,54.0,41.0
1110111001101111,155.0,330.0,136.0,122.0,146.0,35.0,125.0,80.0
1110110000100111,155.0,158.0,54.0,82.0,56.0,54.0,15.0,74.0
1110101111100101,155.0,147.0,205.0,77.0,199.0,9.0,29.0,30.0
1110101110101100,155.0,115.0,102.0,156.0,63.0,8.0,15.0,101.0
1110101100110011,155.0,154.0,116.0,68.0,167.0,49.0,15.0,84.0
1110101100101111,155.0,64.0,137.0,132.0,164.0,40.0,51.0,194.0
1110101000001111,155.0,184.0,273.0,234.0,295.0,283.0,146.0,520.0
1110011100100001,155.0,68.0,127.0,129.0,200.0,54.0,57.0,218.0
1110010110111111,155.0,128.0,97.0,175.0,93.0,20.0,46.0,229.0
1110010100101111,155.0,490.0,310.0,367.0,124.0,63.0,55.0,369.0
1110001101010001,155.0,149.0,77.0,147.0,350.0,243.0,62.0,93.0
1110001000100011,155.0,74.0,73.0,97.0,63.0,18.0,70.0,136.0
1101111001111000,155.0,126.0,49.0,76.0,59.0,47.0,60.0,43.0
1101110111001010,155.0,161.0,98.0,109.0,114.0,10.0,6.0,0.0
1101100111110110,155.0,226.0,365.0,171.0,73.0,5.0,14.0,49.0
1101100011001010,155.0,427.0,197.0,126.0,235.0,22.0,20.0,2.0
1101100010010011,155.0,228.0,98.0,279.0,192.0,40.0,63.0,247.0
